#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,PIT 30,7,3:27,42,Field Goal,1,Steelers,7.0,2024,105
2,1,9:43,PIT 36,3,1:35,9,Punt,1,Steelers,7.0,2024,105
3,1,2:27,PIT 30,3,0:49,-2,Punt,1,Steelers,7.0,2024,105
4,1,0:37,PIT 34,3,0:52,2,Punt,1,Steelers,7.0,2024,105
5,2,12:45,PIT 31,9,4:25,58,Field Goal,1,Steelers,7.0,2024,105
6,2,5:29,PIT 30,4,2:19,28,Punt,1,Steelers,7.0,2024,105
7,2,1:15,PIT 46,4,0:48,54,Touchdown,1,Steelers,7.0,2024,105
8,3,12:41,PIT 21,11,4:52,76,Field Goal,1,Steelers,7.0,2024,105
9,3,7:22,NYJ 1,1,0:07,1,Touchdown,1,Steelers,7.0,2024,105
10,3,2:37,PIT 25,11,5:28,75,Touchdown,1,Steelers,7.0,2024,105
11,4,7:53,PIT 25,13,7:27,75,Touchdown,1,Steelers,7.0,2024,105
