Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Gardner Minshew II,LVR,15,34,154,9,25.0,226,6.6,41,2.7,1.2,113,7.5,1,3.7%,6,22.2%,2,19,6,6,14,38.9%,0,,7.0,2024,103
Aidan O'Connell,LVR,6,10,52,3,30.0,94,9.4,23,3.8,2.3,29,4.8,0,0.0%,2,25.0%,0,5,1,2,3,30.0%,0,,7.0,2024,103
Matthew Stafford,LAR,14,23,154,6,25.0,143,6.2,48,3.4,2.1,106,7.6,1,4.5%,4,18.2%,1,10,0,1,2,8.3%,0,,7.0,2024,103
