Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Lions,3.0,6.31,15.88,-8.31,-7.39,-5.48,-2.33,-6.01,3.12,0.54,-3.92,6.58,3.26,-1.58,-3.8,7.0,2024,95
Vikings,-3.0,5.48,2.33,6.01,-3.12,-6.31,-15.88,8.31,7.39,-0.54,-6.58,3.92,1.58,-3.26,3.8,7.0,2024,95
