Player,Pos,home_team,team,week,year,game_id
Kyler Murray,QB,1,Cardinals,7.0,2024,107
James Conner,RB,1,Cardinals,7.0,2024,107
Michael Wilson,WR,1,Cardinals,7.0,2024,107
Marvin Harrison Jr.,WR,1,Cardinals,7.0,2024,107
Tip Reiman,TE,1,Cardinals,7.0,2024,107
Trey McBride,TE,1,Cardinals,7.0,2024,107
Paris Johnson,OL,1,Cardinals,7.0,2024,107
Hjalte Froholdt,OL,1,Cardinals,7.0,2024,107
Trystan Colon,OL,1,Cardinals,7.0,2024,107
Evan Brown,OL,1,Cardinals,7.0,2024,107
Kelvin Beachum,OL,1,Cardinals,7.0,2024,107
Roy Lopez,DL,1,Cardinals,7.0,2024,107
L.J. Collier,DL,1,Cardinals,7.0,2024,107
Dennis Gardeck,OLB,1,Cardinals,7.0,2024,107
Zaven Collins,OLB,1,Cardinals,7.0,2024,107
Kyzir White,LB,1,Cardinals,7.0,2024,107
Mack Wilson,LB,1,Cardinals,7.0,2024,107
Sean Murphy-Bunting,CB,1,Cardinals,7.0,2024,107
Starling Thomas,CB,1,Cardinals,7.0,2024,107
Garrett Williams,CB,1,Cardinals,7.0,2024,107
Budda Baker,S,1,Cardinals,7.0,2024,107
Jalen Thompson,S,1,Cardinals,7.0,2024,107
