Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Ravens,12.0,23.15,26.38,-3.23,-4.63,-13.75,-16.86,-1.02,7.71,0.41,-7.52,5.14,-0.44,-1.68,4.91,7.0,2024,106
Buccaneers,-12.0,13.75,16.86,1.02,-7.71,-23.15,-26.38,3.23,4.63,-0.41,-5.14,7.52,1.68,0.44,-4.91,7.0,2024,106
