#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:31,DET 34,2,0:48,34,Touchdown,1,Vikings,7.0,2024,95
2,1,10:10,MIN 20,9,4:36,41,Field Goal,1,Vikings,7.0,2024,95
3,1,3:58,MIN 20,3,3:07,3,Punt,1,Vikings,7.0,2024,95
4,2,13:42,MIN 29,4,2:18,20,Punt,1,Vikings,7.0,2024,95
5,2,8:39,MIN 25,5,3:00,32,Interception,1,Vikings,7.0,2024,95
6,2,0:26,MIN 20,2,0:26,17,End of Half,1,Vikings,7.0,2024,95
7,3,15:00,MIN 20,9,4:18,80,Touchdown,1,Vikings,7.0,2024,95
8,3,5:43,MIN 30,9,6:19,46,Field Goal,1,Vikings,7.0,2024,95
9,4,10:10,MIN 9,7,4:06,61,Field Goal,1,Vikings,7.0,2024,95
10,4,4:16,MIN 22,3,1:44,6,Punt,1,Vikings,7.0,2024,95
11,4,0:15,MIN 30,2,0:15,9,End of Game,1,Vikings,7.0,2024,95
