Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bengals,8.0,-10.0,0.02,-10.51,0.0,10.33,7.09,2.58,8.78,8.5,-2.04,10.66,2.94,-4.12,1.06,7.0,2024,98
Browns,-8.0,-10.33,-7.09,-2.58,-8.78,10.0,-0.02,10.51,0.0,-8.5,-10.66,2.04,4.12,-2.94,-1.06,7.0,2024,98
