0,1,week,year,game_id
Won Toss,Browns (deferred),7.0,2024,98
Roof,outdoors,7.0,2024,98
Surface,grass,7.0,2024,98
Duration,3:19,7.0,2024,98
Attendance,68143,7.0,2024,98
Weather,"62 degrees, relative humidity 55%, wind 8 mph",7.0,2024,98
Vegas Line,Cincinnati Bengals -5.5,7.0,2024,98
Over/Under,41.0 (under),7.0,2024,98
