Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Noah Fant,SEA,4,4,65,0,3.0,30,7.5,35,8.8,7.5,0,,0,0.0,0,118.7,7.0,2024,96
Tyler Lockett,SEA,6,4,45,0,4.0,43,10.8,2,0.5,16.0,0,,0,0.0,0,88.9,7.0,2024,96
D.K. Metcalf,SEA,7,4,99,1,3.0,90,22.5,9,2.3,21.9,0,,0,0.0,0,141.4,7.0,2024,96
Jaxon Smith-Njigba,SEA,6,3,9,0,0.0,-4,-1.3,13,4.3,9.5,0,,0,0.0,0,56.2,7.0,2024,96
Kenneth Walker III,SEA,2,2,24,1,2.0,18,9.0,6,3.0,9.0,0,,0,0.0,0,156.2,7.0,2024,96
AJ Barner,SEA,1,1,5,0,,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5,7.0,2024,96
Zach Charbonnet,SEA,1,1,-5,0,0.0,-5,-5.0,0,0.0,-5.0,0,,0,0.0,0,79.2,7.0,2024,96
Jake Bobo,SEA,1,0,0,0,,0,,0,,13.0,0,,1,100.0,0,39.6,7.0,2024,96
Kyle Pitts,ATL,9,7,65,0,2.0,41,5.9,24,3.4,7.9,0,,0,0.0,1,57.2,7.0,2024,96
Drake London,ATL,8,6,63,1,5.0,53,8.8,10,1.7,12.1,0,,1,12.5,1,97.4,7.0,2024,96
Darnell Mooney,ATL,8,5,46,0,4.0,46,9.2,0,0.0,6.4,0,,1,12.5,0,78.1,7.0,2024,96
Bijan Robinson,ATL,5,3,40,0,1.0,-11,-3.7,51,17.0,-1.4,0,,0,0.0,0,85.4,7.0,2024,96
Ray-Ray McCloud,ATL,4,2,9,0,,-2,-1.0,11,5.5,11.0,0,,0,0.0,0,56.2,7.0,2024,96
Tyler Allgeier,ATL,1,1,9,0,0.0,3,3.0,6,6.0,3.0,0,,0,0.0,0,104.2,7.0,2024,96
Casey Washington,ATL,1,1,14,0,1.0,3,3.0,11,11.0,3.0,0,,0,0.0,0,118.7,7.0,2024,96
