Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Justin Herbert,LAC,0,0,0,0,0,7.0,2024,107
J.K. Dobbins,LAC,3,3,26,0,14,7.0,2024,107
Kimani Vidal,LAC,1,1,9,0,9,7.0,2024,107
Hassan Haskins,LAC,0,0,0,0,0,7.0,2024,107
Will Dissly,LAC,11,8,81,0,18,7.0,2024,107
Josh Palmer,LAC,5,4,63,0,24,7.0,2024,107
Ladd McConkey,LAC,7,5,46,0,21,7.0,2024,107
Simi Fehoko,LAC,6,3,45,0,25,7.0,2024,107
Stone Smartt,LAC,2,1,31,0,31,7.0,2024,107
Eric Tomlinson,LAC,1,1,7,0,7,7.0,2024,107
Jalen Reagor,LAC,1,1,41,0,41,7.0,2024,107
Kyler Murray,ARI,0,0,0,0,0,7.0,2024,107
James Conner,ARI,4,2,51,0,33,7.0,2024,107
Emari Demercado,ARI,0,0,0,0,0,7.0,2024,107
Clayton Tune,ARI,0,0,0,0,0,7.0,2024,107
Trey McBride,ARI,7,5,51,0,14,7.0,2024,107
Marvin Harrison Jr.,ARI,6,3,21,0,10,7.0,2024,107
Michael Wilson,ARI,3,1,15,0,15,7.0,2024,107
Greg Dortch,ARI,2,1,5,1,5,7.0,2024,107
Tip Reiman,ARI,1,1,1,0,1,7.0,2024,107
Elijah Higgins,ARI,1,1,1,0,1,7.0,2024,107
Zay Jones,ARI,1,0,0,0,0,7.0,2024,107
