Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Hunter Henry,NWE,9,8,92,0,4.0,61,7.6,31,3.9,11.4,0,,0,0.0,0,109.3,7.0,2024,94
Jamycal Hasty,NWE,5,5,49,1,2.0,-2,-0.4,51,10.2,-0.4,0,,0,0.0,0,147.1,7.0,2024,94
Austin Hooper,NWE,5,4,32,0,3.0,19,4.8,13,3.3,7.0,1,4.0,0,0.0,0,93.3,7.0,2024,94
Demario Douglas,NWE,3,2,14,0,1.0,3,1.5,11,5.5,3.7,0,,1,33.3,0,77.1,7.0,2024,94
K.J. Osborn,NWE,3,2,26,1,1.0,16,8.0,10,5.0,6.7,0,,0,0.0,0,133.3,7.0,2024,94
Rhamondre Stevenson,NWE,3,2,7,0,0.0,-3,-1.5,10,5.0,1.7,0,,0,0.0,0,70.1,7.0,2024,94
Kendrick Bourne,NWE,2,1,14,0,1.0,14,14.0,0,0.0,11.0,0,,1,50.0,0,72.9,7.0,2024,94
Kayshon Boutte,NWE,2,1,33,0,1.0,30,30.0,3,3.0,23.5,0,,0,0.0,0,95.8,7.0,2024,94
Antonio Gibson,NWE,1,1,9,0,,-4,-4.0,13,13.0,-4.0,0,,0,0.0,0,104.2,7.0,2024,94
Ja'Lynn Polk,NWE,3,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6,7.0,2024,94
Evan Engram,JAX,5,5,35,0,2.0,11,2.2,24,4.8,2.2,0,,0,0.0,0,95.8,7.0,2024,94
Brian Thomas,JAX,5,5,89,1,4.0,64,12.8,25,5.0,12.8,0,,0,0.0,0,158.3,7.0,2024,94
D'Ernest Johnson,JAX,4,3,32,0,1.0,3,1.0,29,9.7,-1.3,0,,0,0.0,0,97.9,7.0,2024,94
Gabriel Davis,JAX,2,1,13,0,1.0,6,6.0,7,7.0,6.5,0,,0,0.0,0,70.8,7.0,2024,94
Christian Kirk,JAX,3,1,24,0,1.0,21,21.0,3,3.0,10.0,0,,0,0.0,0,63.2,7.0,2024,94
Tank Bigsby,JAX,1,0,0,0,0.0,0,,0,,-2.0,0,,1,100.0,0,39.6,7.0,2024,94
