0,1,week,year,game_id
Won Toss,Dolphins (deferred),7.0,2024,99
Roof,retractable roof (closed),7.0,2024,99
Surface,fieldturf,7.0,2024,99
Duration,2:59,7.0,2024,99
Attendance,66299,7.0,2024,99
Vegas Line,Indianapolis Colts -3.0,7.0,2024,99
Over/Under,43.5 (under),7.0,2024,99
