Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Lamar Jackson,BAL,17,22,281,12,50.0,184,8.4,141,8.3,6.4,140,8.2,2,9.5%,1,4.8%,2,14,1,0,3,11.1%,3,11.3,7.0,2024,106
Baker Mayfield,TAM,31,45,370,19,39.6,374,8.3,162,5.2,3.6,208,6.7,2,4.4%,8,17.8%,3,7,1,1,5,9.6%,4,5.8,7.0,2024,106
