Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Justin Herbert,LAC,27,39,349,14,33.3,336,8.6,224,8.3,5.7,125,4.6,5,13.5%,3,8.1%,3,8,0,4,7,15.9%,2,4.0,7.0,2024,107
Kyler Murray,ARI,14,26,145,10,38.5,143,5.5,58,4.1,2.2,87,6.2,2,8.0%,4,16.0%,0,10,1,1,2,6.9%,3,21.7,7.0,2024,107
