0,1,week,year,game_id
Won Toss,Packers,7.0,2024,100
Roof,outdoors,7.0,2024,100
Surface,grass,7.0,2024,100
Duration,2:58,7.0,2024,100
Attendance,78197,7.0,2024,100
Weather,"72 degrees, relative humidity 28%, wind 3 mph",7.0,2024,100
Vegas Line,Green Bay Packers -3.0,7.0,2024,100
Over/Under,48.0 (under),7.0,2024,100
