Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Josh Allen,BUF,24,42,253,2,1,3,16,36,80.8,12.0,2022,165
Devin Singletary,BUF,0,0,0,0,0,0,0,0,,12.0,2022,165
Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,,12.0,2022,165
James Cook,BUF,0,0,0,0,0,0,0,0,,12.0,2022,165
Nyheim Hines,BUF,0,0,0,0,0,0,0,0,,12.0,2022,165
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,12.0,2022,165
Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,12.0,2022,165
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,12.0,2022,165
Quintin Morris,BUF,0,0,0,0,0,0,0,0,,12.0,2022,165
Jared Goff,DET,23,37,240,2,0,2,10,26,98.9,12.0,2022,165
Jamaal Williams,DET,0,0,0,0,0,0,0,0,,12.0,2022,165
D'Andre Swift,DET,0,0,0,0,0,0,0,0,,12.0,2022,165
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,12.0,2022,165
Justin Jackson,DET,0,0,0,0,0,0,0,0,,12.0,2022,165
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,12.0,2022,165
James Mitchell,DET,0,0,0,0,0,0,0,0,,12.0,2022,165
DJ Chark,DET,0,0,0,0,0,0,0,0,,12.0,2022,165
Brock Wright,DET,0,0,0,0,0,0,0,0,,12.0,2022,165
