Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Josh Allen,BUF,0,0,0,0,0,12.0,2022,165
Devin Singletary,BUF,1,1,8,0,8,12.0,2022,165
Isaiah McKenzie,BUF,10,6,96,1,30,12.0,2022,165
James Cook,BUF,5,2,14,0,8,12.0,2022,165
Nyheim Hines,BUF,0,0,0,0,0,12.0,2022,165
Stefon Diggs,BUF,15,8,77,1,36,12.0,2022,165
Gabriel Davis,BUF,5,4,38,0,16,12.0,2022,165
Dawson Knox,BUF,2,2,17,0,15,12.0,2022,165
Quintin Morris,BUF,1,1,3,0,3,12.0,2022,165
Jared Goff,DET,0,0,0,0,0,12.0,2022,165
Jamaal Williams,DET,0,0,0,0,0,12.0,2022,165
D'Andre Swift,DET,8,4,24,0,14,12.0,2022,165
Amon-Ra St. Brown,DET,10,9,122,1,26,12.0,2022,165
Justin Jackson,DET,2,1,15,0,15,12.0,2022,165
Kalif Raymond,DET,6,4,35,0,13,12.0,2022,165
James Mitchell,DET,1,1,22,0,22,12.0,2022,165
DJ Chark,DET,5,2,16,1,15,12.0,2022,165
Brock Wright,DET,3,2,6,0,5,12.0,2022,165
