Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Armon Watts,CHI,0,0,0,0,0,1.0,3,2,1,1,1,0,0,0,0,12.0,2022,174
Jack Sanborn,CHI,0,0,0,0,0,0.0,15,10,5,2,0,0,0,0,0,12.0,2022,174
DeAndre Houston-Carson,CHI,0,0,0,0,0,0.0,9,6,3,1,1,0,0,0,0,12.0,2022,174
Nicholas Morrow,CHI,0,0,0,0,0,0.0,8,3,5,1,0,0,0,0,0,12.0,2022,174
Jaylon Johnson,CHI,0,0,0,0,1,0.0,7,5,2,0,0,0,0,0,0,12.0,2022,174
Elijah Hicks,CHI,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,12.0,2022,174
Justin Jones,CHI,0,0,0,0,0,0.0,5,0,5,0,1,0,0,0,0,12.0,2022,174
Mike Pennel,CHI,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,12.0,2022,174
Kindle Vildor,CHI,0,0,0,0,1,0.0,4,1,3,1,0,0,0,0,0,12.0,2022,174
Matthew Adams,CHI,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,12.0,2022,174
Eddie Jackson,CHI,0,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0,12.0,2022,174
Jaylon Jones,CHI,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,12.0,2022,174
Dominique Robinson,CHI,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,12.0,2022,174
Angelo Blackson,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2022,174
Josh Blackwell,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2022,174
Trevis Gipson,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2022,174
Velus Jones Jr.,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2022,174
Byron Pringle,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,12.0,2022,174
Trenton Gill,CHI,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,12.0,2022,174
Cole Kmet,CHI,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,12.0,2022,174
C.J. Mosley,NYJ,1,0,0,0,1,0.0,10,3,7,0,1,0,0,0,0,12.0,2022,174
Bryce Huff,NYJ,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,12.0,2022,174
Nathan Shepherd,NYJ,0,0,0,0,0,0.5,4,2,2,0,1,0,0,0,0,12.0,2022,174
John Franklin-Myers,NYJ,0,0,0,0,0,0.5,3,1,2,0,1,0,0,0,0,12.0,2022,174
D.J. Reed,NYJ,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,12.0,2022,174
Lamarcus Joyner,NYJ,0,0,0,0,1,0.0,5,2,3,0,0,0,0,0,0,12.0,2022,174
Jordan Whitehead,NYJ,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,12.0,2022,174
Quincy Williams,NYJ,0,0,0,0,0,0.0,5,3,2,1,0,0,0,0,0,12.0,2022,174
Kwon Alexander,NYJ,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,1,12.0,2022,174
Solomon Thomas,NYJ,0,0,0,0,0,0.0,4,3,1,1,0,0,0,0,0,12.0,2022,174
Sauce Gardner,NYJ,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,12.0,2022,174
Michael Carter II,NYJ,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,12.0,2022,174
Micheal Clemons,NYJ,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,12.0,2022,174
Jermaine Johnson II,NYJ,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,12.0,2022,174
Carl Lawson,NYJ,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,12.0,2022,174
Tanzel Smart,NYJ,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,12.0,2022,174
Chazz Surratt,NYJ,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,12.0,2022,174
Quinnen Williams,NYJ,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,12.0,2022,174
Braden Mann,NYJ,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,12.0,2022,174
