Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Tom Brady,TAM,0,0,0,0,0,12.0,2022,169
Rachaad White,TAM,9,9,45,0,8,12.0,2022,169
Julio Jones,TAM,4,3,40,0,26,12.0,2022,169
Ke'Shawn Vaughn,TAM,0,0,0,0,0,12.0,2022,169
Chris Godwin,TAM,13,12,110,1,23,12.0,2022,169
Mike Evans,TAM,9,2,31,0,28,12.0,2022,169
Cameron Brate,TAM,5,2,15,0,9,12.0,2022,169
Ko Kieft,TAM,1,1,5,1,5,12.0,2022,169
Breshad Perriman,TAM,1,0,0,0,0,12.0,2022,169
Jacoby Brissett,CLE,0,0,0,0,0,12.0,2022,169
Nick Chubb,CLE,1,1,16,0,16,12.0,2022,169
Anthony Schwartz,CLE,2,1,17,0,17,12.0,2022,169
Kareem Hunt,CLE,2,1,6,0,6,12.0,2022,169
Amari Cooper,CLE,12,7,94,0,45,12.0,2022,169
David Njoku,CLE,7,5,29,1,12,12.0,2022,169
David Bell,CLE,6,4,23,0,9,12.0,2022,169
Donovan Peoples-Jones,CLE,4,2,16,0,9,12.0,2022,169
Harrison Bryant,CLE,2,2,9,0,9,12.0,2022,169
