Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Robert Jones,G,76,100%,0,0%,6,20%,1,Dolphins,12.0,2022,170
Robert Hunt,G,76,100%,0,0%,6,20%,1,Dolphins,12.0,2022,170
Connor Williams,G,76,100%,0,0%,0,0%,1,Dolphins,12.0,2022,170
Austin Jackson,T,70,92%,0,0%,0,0%,1,Dolphins,12.0,2022,170
Tua Tagovailoa,QB,55,72%,0,0%,0,0%,1,Dolphins,12.0,2022,170
Jaylen Waddle,WR,47,62%,0,0%,0,0%,1,Dolphins,12.0,2022,170
Trent Sherfield,WR,46,61%,0,0%,6,20%,1,Dolphins,12.0,2022,170
Jeff Wilson,RB,46,61%,0,0%,0,0%,1,Dolphins,12.0,2022,170
Tyreek Hill,WR,45,59%,0,0%,0,0%,1,Dolphins,12.0,2022,170
Mike Gesicki,TE,41,54%,0,0%,0,0%,1,Dolphins,12.0,2022,170
Brandon Shell,T,39,51%,0,0%,6,20%,1,Dolphins,12.0,2022,170
Durham Smythe,TE,37,49%,0,0%,16,53%,1,Dolphins,12.0,2022,170
Terron Armstead,T,37,49%,0,0%,0,0%,1,Dolphins,12.0,2022,170
Alec Ingold,FB,34,45%,0,0%,10,33%,1,Dolphins,12.0,2022,170
Cedrick Wilson Jr.,WR,33,43%,0,0%,7,23%,1,Dolphins,12.0,2022,170
Myles Gaskin,RB,26,34%,0,0%,0,0%,1,Dolphins,12.0,2022,170
River Cracraft,WR,25,33%,0,0%,4,13%,1,Dolphins,12.0,2022,170
Skylar Thompson,QB,21,28%,0,0%,0,0%,1,Dolphins,12.0,2022,170
Greg Little,T,6,8%,0,0%,6,20%,1,Dolphins,12.0,2022,170
Jevon Holland,FS,0,0%,61,100%,6,20%,1,Dolphins,12.0,2022,170
Xavien Howard,CB,0,0%,61,100%,0,0%,1,Dolphins,12.0,2022,170
Kader Kohou,CB,0,0%,61,100%,0,0%,1,Dolphins,12.0,2022,170
Eric Rowe,SS,0,0%,55,90%,7,23%,1,Dolphins,12.0,2022,170
Christian Wilkins,DT,0,0%,44,72%,9,30%,1,Dolphins,12.0,2022,170
Zach Sieler,DT,0,0%,43,70%,9,30%,1,Dolphins,12.0,2022,170
Bradley Chubb,LB,0,0%,38,62%,3,10%,1,Dolphins,12.0,2022,170
Jaelan Phillips,LB,0,0%,38,62%,3,10%,1,Dolphins,12.0,2022,170
Keion Crossen,CB,0,0%,36,59%,15,50%,1,Dolphins,12.0,2022,170
Melvin Ingram,LB,0,0%,36,59%,0,0%,1,Dolphins,12.0,2022,170
Jerome Baker,LB,0,0%,34,56%,0,0%,1,Dolphins,12.0,2022,170
Duke Riley,LB,0,0%,31,51%,23,77%,1,Dolphins,12.0,2022,170
Elandon Roberts,LB,0,0%,30,49%,7,23%,1,Dolphins,12.0,2022,170
Raekwon Davis,NT,0,0%,27,44%,1,3%,1,Dolphins,12.0,2022,170
Andrew Van Ginkel,LB,0,0%,23,38%,23,77%,1,Dolphins,12.0,2022,170
Verone McKinley,SS,0,0%,22,36%,0,0%,1,Dolphins,12.0,2022,170
John Jenkins,NT,0,0%,16,26%,1,3%,1,Dolphins,12.0,2022,170
Justin Zimmer,DT,0,0%,13,21%,0,0%,1,Dolphins,12.0,2022,170
Clayton Fejedelem,SS,0,0%,2,3%,22,73%,1,Dolphins,12.0,2022,170
Elijah Campbell,CB,0,0%,1,2%,23,77%,1,Dolphins,12.0,2022,170
Justin Bethel,FS,0,0%,0,0%,24,80%,1,Dolphins,12.0,2022,170
Samuel Eguavoen,LB,0,0%,0,0%,21,70%,1,Dolphins,12.0,2022,170
Channing Tindall,LB,0,0%,0,0%,15,50%,1,Dolphins,12.0,2022,170
Blake Ferguson,LS,0,0%,0,0%,12,40%,1,Dolphins,12.0,2022,170
Thomas Morstead,P,0,0%,0,0%,12,40%,1,Dolphins,12.0,2022,170
Jason Sanders,K,0,0%,0,0%,12,40%,1,Dolphins,12.0,2022,170
Tanner Conner,WR,0,0%,0,0%,9,30%,1,Dolphins,12.0,2022,170
Michael Deiter,C,0,0%,0,0%,6,20%,1,Dolphins,12.0,2022,170
