Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Trevor Siemian,CHI,0,0,0,0,0,12.0,2022,174
David Montgomery,CHI,4,3,34,0,26,12.0,2022,174
Darrynton Evans,CHI,1,1,33,0,33,12.0,2022,174
Velus Jones Jr.,CHI,0,0,0,0,0,12.0,2022,174
Chase Claypool,CHI,5,2,51,0,31,12.0,2022,174
Cole Kmet,CHI,6,3,27,0,14,12.0,2022,174
Byron Pringle,CHI,2,2,12,1,8,12.0,2022,174
Dante Pettis,CHI,2,1,12,0,12,12.0,2022,174
Equanimeous St. Brown,CHI,2,1,7,0,7,12.0,2022,174
Trevon Wesco,CHI,1,1,3,0,3,12.0,2022,174
Khari Blasingame,CHI,1,0,0,0,0,12.0,2022,174
Mike White,NYJ,0,0,0,0,0,12.0,2022,174
Braden Mann,NYJ,0,0,0,0,0,12.0,2022,174
Zonovan Knight,NYJ,3,3,34,0,16,12.0,2022,174
Ty Johnson,NYJ,2,1,16,0,16,12.0,2022,174
Michael Carter,NYJ,2,2,15,0,9,12.0,2022,174
Braxton Berrios,NYJ,1,1,4,0,4,12.0,2022,174
Tyler Conklin,NYJ,3,3,50,0,29,12.0,2022,174
C.J. Uzomah,NYJ,3,3,17,0,8,12.0,2022,174
Denzel Mims,NYJ,1,1,11,0,11,12.0,2022,174
Corey Davis,NYJ,3,1,9,0,9,12.0,2022,174
Garrett Wilson,NYJ,8,5,95,2,54,12.0,2022,174
Elijah Moore,NYJ,2,2,64,1,42,12.0,2022,174
