Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Nate Davis,G,65,100%,0,0%,5,18%,1,Titans,1.0,2022,13
Nicholas Petit-Frere,T,65,100%,0,0%,5,18%,1,Titans,1.0,2022,13
Ryan Tannehill,QB,65,100%,0,0%,0,0%,1,Titans,1.0,2022,13
Aaron Brewer,C,65,100%,0,0%,0,0%,1,Titans,1.0,2022,13
Ben Jones,C,65,100%,0,0%,0,0%,1,Titans,1.0,2022,13
Taylor Lewan,T,63,97%,0,0%,5,18%,1,Titans,1.0,2022,13
Robert Woods,WR,46,71%,0,0%,0,0%,1,Titans,1.0,2022,13
Geoff Swaim,TE,45,69%,0,0%,13,47%,1,Titans,1.0,2022,13
Nick Westbrook-Ikhine,WR,44,68%,0,0%,1,4%,1,Titans,1.0,2022,13
Derrick Henry,RB,44,68%,0,0%,0,0%,1,Titans,1.0,2022,13
Austin Hooper,TE,40,62%,0,0%,0,0%,1,Titans,1.0,2022,13
Kyle Philips,WR,31,48%,0,0%,6,21%,1,Titans,1.0,2022,13
Treylon Burks,WR,24,37%,0,0%,4,14%,1,Titans,1.0,2022,13
Tory Carter,FB,12,18%,0,0%,19,68%,1,Titans,1.0,2022,13
Dontrell Hilliard,RB,12,18%,0,0%,5,18%,1,Titans,1.0,2022,13
Chigoziem Okonkwo,TE,10,15%,0,0%,8,29%,1,Titans,1.0,2022,13
Hassan Haskins,RB,9,14%,0,0%,21,75%,1,Titans,1.0,2022,13
Cody Hollister,WR,8,12%,0,0%,12,43%,1,Titans,1.0,2022,13
Dennis Daley,G,2,3%,0,0%,5,18%,1,Titans,1.0,2022,13
David Long,LB,0,0%,60,100%,0,0%,1,Titans,1.0,2022,13
Kristian Fulton,CB,0,0%,60,100%,0,0%,1,Titans,1.0,2022,13
Roger McCreary,DB,0,0%,59,98%,2,7%,1,Titans,1.0,2022,13
Kevin Byard,FS,0,0%,59,98%,0,0%,1,Titans,1.0,2022,13
Amani Hooker,FS,0,0%,56,93%,5,18%,1,Titans,1.0,2022,13
Jeffery Simmons,DT,0,0%,52,87%,4,14%,1,Titans,1.0,2022,13
Zach Cunningham,LB,0,0%,47,78%,6,21%,1,Titans,1.0,2022,13
Bud Dupree,LB,0,0%,47,78%,0,0%,1,Titans,1.0,2022,13
Ugo Amadi,FS,0,0%,38,63%,0,0%,1,Titans,1.0,2022,13
Denico Autry,DE,0,0%,37,62%,2,7%,1,Titans,1.0,2022,13
Rashad Weaver,LB,0,0%,29,48%,4,14%,1,Titans,1.0,2022,13
Teair Tart,DT,0,0%,28,47%,5,18%,1,Titans,1.0,2022,13
Kevin Strong,DE,0,0%,24,40%,4,14%,1,Titans,1.0,2022,13
Caleb Farley,CB,0,0%,17,28%,15,54%,1,Titans,1.0,2022,13
DeMarcus Walker,DE,0,0%,16,27%,7,25%,1,Titans,1.0,2022,13
Joshua Kalu,CB,0,0%,13,22%,12,43%,1,Titans,1.0,2022,13
Olasunkanmi Adeniyi,LB,0,0%,11,18%,7,25%,1,Titans,1.0,2022,13
Dylan Cole,LB,0,0%,5,8%,23,82%,1,Titans,1.0,2022,13
Da'Shawn Hand,DE,0,0%,2,3%,0,0%,1,Titans,1.0,2022,13
Joseph Jones,LB,0,0%,0,0%,23,82%,1,Titans,1.0,2022,13
Trenton Cannon,RB,0,0%,0,0%,21,75%,1,Titans,1.0,2022,13
Ryan Stonehouse,P,0,0%,0,0%,11,39%,1,Titans,1.0,2022,13
Tre Avery,DB,0,0%,0,0%,11,39%,1,Titans,1.0,2022,13
Morgan Cox,LS,0,0%,0,0%,11,39%,1,Titans,1.0,2022,13
Randy Bullock,K,0,0%,0,0%,10,36%,1,Titans,1.0,2022,13
Dillon Radunz,T,0,0%,0,0%,5,18%,1,Titans,1.0,2022,13
A.J. Moore,FS,0,0%,0,0%,5,18%,1,Titans,1.0,2022,13
Corey Levin,C,0,0%,0,0%,5,18%,1,Titans,1.0,2022,13
