Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Mitchell Trubisky,PIT,0,0,1.0,2022,5
Chase Claypool,PIT,0,0,1.0,2022,5
Najee Harris,PIT,0,0,1.0,2022,5
Jaylen Warren,PIT,0,0,1.0,2022,5
Pat Freiermuth,PIT,0,0,1.0,2022,5
Diontae Johnson,PIT,1,0,1.0,2022,5
Zach Gentry,PIT,0,0,1.0,2022,5
George Pickens,PIT,0,0,1.0,2022,5
Miles Boykin,PIT,0,0,1.0,2022,5
Joe Burrow,CIN,2,1,1.0,2022,5
Joe Mixon,CIN,0,0,1.0,2022,5
Samaje Perine,CIN,0,0,1.0,2022,5
Ja'Marr Chase,CIN,0,0,1.0,2022,5
Hayden Hurst,CIN,0,0,1.0,2022,5
Tyler Boyd,CIN,0,0,1.0,2022,5
Tee Higgins,CIN,0,0,1.0,2022,5
Mike Thomas,CIN,0,0,1.0,2022,5
Drew Sample,CIN,0,0,1.0,2022,5
