Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Trey Lance,SFO,0,0,0,0,0,1.0,2022,4
Deebo Samuel,SFO,7,2,14,0,8,1.0,2022,4
Elijah Mitchell,SFO,0,0,0,0,0,1.0,2022,4
Jeff Wilson,SFO,2,2,8,0,6,1.0,2022,4
Brandon Aiyuk,SFO,3,2,40,0,31,1.0,2022,4
Jauan Jennings,SFO,6,4,62,0,44,1.0,2022,4
Ray-Ray McCloud,SFO,2,1,20,0,20,1.0,2022,4
Ross Dwelley,SFO,2,1,11,0,11,1.0,2022,4
Tyler Kroft,SFO,2,1,9,0,9,1.0,2022,4
Kyle Juszczyk,SFO,2,0,0,0,0,1.0,2022,4
Justin Fields,CHI,0,0,0,0,0,1.0,2022,4
Khalil Herbert,CHI,1,1,-2,0,-2,1.0,2022,4
David Montgomery,CHI,4,3,24,0,16,1.0,2022,4
Dante Pettis,CHI,1,1,51,1,51,1.0,2022,4
Byron Pringle,CHI,2,1,22,0,22,1.0,2022,4
Equanimeous St. Brown,CHI,3,1,18,1,18,1.0,2022,4
Darnell Mooney,CHI,3,1,8,0,8,1.0,2022,4
Cole Kmet,CHI,1,0,0,0,0,1.0,2022,4
Ryan Griffin,CHI,2,0,0,0,0,1.0,2022,4
