Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Mitchell Trubisky,PIT,3,9,0,6,1.0,2022,5
Chase Claypool,PIT,6,36,0,15,1.0,2022,5
Najee Harris,PIT,10,23,0,11,1.0,2022,5
Jaylen Warren,PIT,3,7,0,3,1.0,2022,5
Pat Freiermuth,PIT,0,0,0,0,1.0,2022,5
Diontae Johnson,PIT,0,0,0,0,1.0,2022,5
Zach Gentry,PIT,0,0,0,0,1.0,2022,5
George Pickens,PIT,0,0,0,0,1.0,2022,5
Miles Boykin,PIT,0,0,0,0,1.0,2022,5
Joe Burrow,CIN,6,47,0,23,1.0,2022,5
Joe Mixon,CIN,27,82,0,31,1.0,2022,5
Samaje Perine,CIN,1,4,0,4,1.0,2022,5
Ja'Marr Chase,CIN,0,0,0,0,1.0,2022,5
Hayden Hurst,CIN,0,0,0,0,1.0,2022,5
Tyler Boyd,CIN,0,0,0,0,1.0,2022,5
Tee Higgins,CIN,0,0,0,0,1.0,2022,5
Mike Thomas,CIN,0,0,0,0,1.0,2022,5
Drew Sample,CIN,0,0,0,0,1.0,2022,5
