Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Lamar Jackson,BAL,6,17,0,8,1.0,2022,10
Kenyan Drake,BAL,11,31,0,8,1.0,2022,10
Mike Davis,BAL,2,11,0,10,1.0,2022,10
Justice Hill,BAL,2,4,0,3,1.0,2022,10
Rashod Bateman,BAL,0,0,0,0,1.0,2022,10
Devin Duvernay,BAL,0,0,0,0,1.0,2022,10
Mark Andrews,BAL,0,0,0,0,1.0,2022,10
Demarcus Robinson,BAL,0,0,0,0,1.0,2022,10
Patrick Ricard,BAL,0,0,0,0,1.0,2022,10
Tylan Wallace,BAL,0,0,0,0,1.0,2022,10
Isaiah Likely,BAL,0,0,0,0,1.0,2022,10
Joe Flacco,NYJ,1,0,0,0,1.0,2022,10
Michael Carter,NYJ,10,60,0,22,1.0,2022,10
Breece Hall,NYJ,6,23,0,14,1.0,2022,10
Corey Davis,NYJ,0,0,0,0,1.0,2022,10
Garrett Wilson,NYJ,0,0,0,0,1.0,2022,10
Elijah Moore,NYJ,0,0,0,0,1.0,2022,10
Braxton Berrios,NYJ,0,0,0,0,1.0,2022,10
Tyler Conklin,NYJ,0,0,0,0,1.0,2022,10
Lawrence Cager,NYJ,0,0,0,0,1.0,2022,10
