Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jacoby Brissett,CLE,0,0,0,0,0,1.0,2022,3
Nick Chubb,CLE,1,1,2,0,2,1.0,2022,3
Kareem Hunt,CLE,4,4,24,1,24,1.0,2022,3
Anthony Schwartz,CLE,2,1,19,0,19,1.0,2022,3
Donovan Peoples-Jones,CLE,11,6,60,0,15,1.0,2022,3
Harrison Bryant,CLE,4,2,18,0,10,1.0,2022,3
Amari Cooper,CLE,6,3,17,0,9,1.0,2022,3
David Njoku,CLE,1,1,7,0,7,1.0,2022,3
Demetric Felton,CLE,1,0,0,0,0,1.0,2022,3
Baker Mayfield,CAR,0,0,0,0,0,1.0,2022,3
Christian McCaffrey,CAR,5,4,24,0,21,1.0,2022,3
D.J. Moore,CAR,6,3,43,0,26,1.0,2022,3
D'Onta Foreman,CAR,0,0,0,0,0,1.0,2022,3
Chuba Hubbard,CAR,0,0,0,0,0,1.0,2022,3
Robbie Chosen,CAR,8,5,102,1,75,1.0,2022,3
Ian Thomas,CAR,3,2,53,0,50,1.0,2022,3
Shi Smith,CAR,3,1,12,0,12,1.0,2022,3
Tommy Tremble,CAR,1,1,1,0,1,1.0,2022,3
