Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Drake London,ATL,7,6,54,1,2.0,48,8.0,6,1.0,7.4,0,,0,0.0,0,138.4,2.0,2024,32
Bijan Robinson,ATL,5,4,25,0,1.0,-9,-2.3,34,8.5,-1.0,0,,1,20.0,0,87.5,2.0,2024,32
Ray-Ray McCloud,ATL,5,3,42,0,3.0,30,10.0,12,4.0,10.8,0,,0,0.0,0,87.1,2.0,2024,32
Darnell Mooney,ATL,7,3,88,1,3.0,54,18.0,34,11.3,16.1,2,1.5,0,0.0,0,129.5,2.0,2024,32
Kyle Pitts,ATL,4,3,20,0,1.0,11,3.7,9,3.0,3.8,1,3.0,0,0.0,0,85.4,2.0,2024,32
Tyler Allgeier,ATL,1,1,12,0,1.0,6,6.0,6,6.0,6.0,0,,0,0.0,0,116.7,2.0,2024,32
DeVonta Smith,PHI,10,7,76,1,4.0,73,10.4,3,0.4,10.6,0,,0,0.0,1,85.8,2.0,2024,32
Britain Covey,PHI,6,6,23,0,1.0,11,1.8,12,2.0,1.8,0,,0,0.0,0,82.6,2.0,2024,32
Saquon Barkley,PHI,5,4,21,0,3.0,4,1.0,17,4.3,0.8,0,,1,20.0,0,84.2,2.0,2024,32
Dallas Goedert,PHI,4,3,38,0,1.0,29,9.7,9,3.0,9.5,0,,0,0.0,0,104.2,2.0,2024,32
Grant Calcaterra,PHI,2,2,19,0,2.0,14,7.0,5,2.5,7.0,0,,0,0.0,0,106.2,2.0,2024,32
Jahan Dotson,PHI,1,1,6,0,1.0,-5,-5.0,11,11.0,-5.0,0,,0,0.0,0,91.7,2.0,2024,32
Johnny Wilson,PHI,1,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6,2.0,2024,32
