Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Gardner Minshew II,LVR,30,38,276,14,32.6,238,6.3,153,5.1,4.0,123,4.1,1,2.8%,3,8.3%,5,10,3,4,12,27.9%,0,,2.0,2024,27
Lamar Jackson,BAL,21,34,247,14,38.9,265,7.8,148,7.0,4.4,99,4.7,0,0.0%,4,12.9%,2,5,2,0,4,10.5%,2,8.5,2.0,2024,27
