Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Justin Herbert,LAC,0,0,0,0,0,2.0,2024,18
J.K. Dobbins,LAC,1,1,0,0,0,2.0,2024,18
Gus Edwards,LAC,0,0,0,0,0,2.0,2024,18
Hassan Haskins,LAC,0,0,0,0,0,2.0,2024,18
Quentin Johnston,LAC,6,5,51,2,29,2.0,2024,18
Will Dissly,LAC,3,3,29,0,15,2.0,2024,18
Ladd McConkey,LAC,4,2,26,0,15,2.0,2024,18
Josh Palmer,LAC,2,2,19,0,11,2.0,2024,18
Hayden Hurst,LAC,2,1,5,0,5,2.0,2024,18
Eric Tomlinson,LAC,1,0,0,0,0,2.0,2024,18
Bryce Young,CAR,0,0,0,0,0,2.0,2024,18
Chuba Hubbard,CAR,5,4,12,0,5,2.0,2024,18
Miles Sanders,CAR,3,3,5,0,5,2.0,2024,18
Tommy Tremble,CAR,4,3,23,0,12,2.0,2024,18
Adam Thielen,CAR,3,2,20,0,10,2.0,2024,18
Diontae Johnson,CAR,6,3,15,0,7,2.0,2024,18
Ja'Tavion Sanders,CAR,2,2,8,0,6,2.0,2024,18
Jonathan Mingo,CAR,2,1,1,0,1,2.0,2024,18
David Moore,CAR,1,0,0,0,0,2.0,2024,18
