Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Layden Robinson,G,68,100%,0,0%,5,16%,1,Patriots,2.0,2024,24
Michael Onwenu,G,68,100%,0,0%,5,16%,1,Patriots,2.0,2024,24
Michael Jordan,G,68,100%,0,0%,5,16%,1,Patriots,2.0,2024,24
David Andrews,C,68,100%,0,0%,0,0%,1,Patriots,2.0,2024,24
Jacoby Brissett,QB,68,100%,0,0%,0,0%,1,Patriots,2.0,2024,24
Vederian Lowe,T,65,96%,0,0%,0,0%,1,Patriots,2.0,2024,24
Hunter Henry,TE,57,84%,0,0%,0,0%,1,Patriots,2.0,2024,24
K.J. Osborn,WR,51,75%,0,0%,0,0%,1,Patriots,2.0,2024,24
Rhamondre Stevenson,RB,49,72%,0,0%,0,0%,1,Patriots,2.0,2024,24
Ja'Lynn Polk,WR,41,60%,0,0%,0,0%,1,Patriots,2.0,2024,24
Demario Douglas,WR,38,56%,0,0%,0,0%,1,Patriots,2.0,2024,24
Austin Hooper,TE,37,54%,0,0%,5,16%,1,Patriots,2.0,2024,24
Tyquan Thornton,WR,31,46%,0,0%,0,0%,1,Patriots,2.0,2024,24
Antonio Gibson,RB,16,24%,0,0%,5,16%,1,Patriots,2.0,2024,24
Caedan Wallace,T,11,16%,0,0%,5,16%,1,Patriots,2.0,2024,24
Javon Baker,WR,6,9%,0,0%,5,16%,1,Patriots,2.0,2024,24
Jamycal Hasty,RB,3,4%,0,0%,10,32%,1,Patriots,2.0,2024,24
Nick Leverett,G,2,3%,0,0%,5,16%,1,Patriots,2.0,2024,24
Jaheim Bell,TE,1,1%,0,0%,5,16%,1,Patriots,2.0,2024,24
Kyle Dugger,FS,0,0%,70,100%,10,32%,1,Patriots,2.0,2024,24
Jabrill Peppers,SS,0,0%,70,100%,6,19%,1,Patriots,2.0,2024,24
Jahlani Tavai,LB,0,0%,69,99%,11,36%,1,Patriots,2.0,2024,24
Christian Gonzalez,CB,0,0%,69,99%,0,0%,1,Patriots,2.0,2024,24
Keion White,DE,0,0%,58,83%,10,32%,1,Patriots,2.0,2024,24
Marcus Jones,CB,0,0%,56,80%,5,16%,1,Patriots,2.0,2024,24
Jonathan Jones,CB,0,0%,56,80%,0,0%,1,Patriots,2.0,2024,24
Daniel Ekuale,DT,0,0%,54,77%,5,16%,1,Patriots,2.0,2024,24
Davon Godchaux,NT,0,0%,47,67%,5,16%,1,Patriots,2.0,2024,24
Anfernee Jennings,LB,0,0%,44,63%,17,55%,1,Patriots,2.0,2024,24
Raekwon McMillan,LB,0,0%,41,59%,24,78%,1,Patriots,2.0,2024,24
Jaylinn Hawkins,FS,0,0%,29,41%,24,78%,1,Patriots,2.0,2024,24
Deatrich Wise Jr.,DE,0,0%,27,39%,0,0%,1,Patriots,2.0,2024,24
Jeremiah Pharms,DE,0,0%,24,34%,5,16%,1,Patriots,2.0,2024,24
Joshua Uche,LB,0,0%,23,33%,9,29%,1,Patriots,2.0,2024,24
Marco Wilson,CB,0,0%,14,20%,5,16%,1,Patriots,2.0,2024,24
Ja'Whaun Bentley,LB,0,0%,10,14%,0,0%,1,Patriots,2.0,2024,24
Christian Elliss,LB,0,0%,4,6%,26,84%,1,Patriots,2.0,2024,24
Oshane Ximines,LB,0,0%,3,4%,12,39%,1,Patriots,2.0,2024,24
Dell Pettus,FS,0,0%,1,1%,18,58%,1,Patriots,2.0,2024,24
Brenden Schooler,FS,0,0%,0,0%,26,84%,1,Patriots,2.0,2024,24
Marcellas Dial,CB,0,0%,0,0%,20,65%,1,Patriots,2.0,2024,24
Joe Cardona,LS,0,0%,0,0%,11,36%,1,Patriots,2.0,2024,24
Bryce Baringer,P,0,0%,0,0%,11,36%,1,Patriots,2.0,2024,24
Joey Slye,K,0,0%,0,0%,10,32%,1,Patriots,2.0,2024,24
Alex Austin,CB,0,0%,0,0%,10,32%,1,Patriots,2.0,2024,24
Zachary Thomas,T,0,0%,0,0%,5,16%,1,Patriots,2.0,2024,24
