Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Gardner Minshew II,LVR,0,0,0,0,0,2.0,2024,27
Zamir White,LVR,4,3,14,0,11,2.0,2024,27
DJ Turner,LVR,0,0,0,0,0,2.0,2024,27
Ameer Abdullah,LVR,2,2,1,0,1,2.0,2024,27
Alexander Mattison,LVR,0,0,0,0,0,2.0,2024,27
Davante Adams,LVR,12,9,110,1,30,2.0,2024,27
Brock Bowers,LVR,9,9,98,0,27,2.0,2024,27
Jakobi Meyers,LVR,5,4,29,0,13,2.0,2024,27
Tre Tucker,LVR,2,2,13,0,7,2.0,2024,27
Michael Mayer,LVR,1,1,11,0,11,2.0,2024,27
Harrison Bryant,LVR,1,0,0,0,0,2.0,2024,27
Lamar Jackson,BAL,0,0,0,0,0,2.0,2024,27
Derrick Henry,BAL,1,1,12,0,12,2.0,2024,27
Justice Hill,BAL,2,2,10,0,7,2.0,2024,27
Zay Flowers,BAL,11,7,91,1,21,2.0,2024,27
Mark Andrews,BAL,5,4,51,0,16,2.0,2024,27
Rashod Bateman,BAL,4,3,40,0,18,2.0,2024,27
Isaiah Likely,BAL,3,2,26,0,15,2.0,2024,27
Nelson Agholor,BAL,3,1,13,0,13,2.0,2024,27
Charlie Kolar,BAL,1,1,4,0,4,2.0,2024,27
Patrick Ricard,BAL,1,0,0,0,0,2.0,2024,27
