Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Brock Purdy,SFO,28,36,319,17,40.5,289,8.0,231,8.3,6.4,88,3.1,0,0.0%,4,11.1%,6,21,7,3,16,36.4%,2,6.0,2.0,2024,23
Sam Darnold,MIN,17,26,268,9,31.0,170,6.5,116,6.8,4.5,152,8.9,0,0.0%,3,12.5%,3,3,3,2,8,25.8%,2,17.0,2.0,2024,23
