Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Kenny Moore,IND,0,4,3,75.0%,30.0,10.0,7.5,1.0,135.4,6.8,10.0,20.0,0,0,0,0.0,0,4,3,42.9%,2.0,2024,20
Zaire Franklin,IND,0,2,2,100.0%,8.0,4.0,4.0,0.0,83.3,0.0,0.0,8.0,1,1,0,0.0,1,10,1,9.1%,2.0,2024,20
Nick Cross,IND,0,2,2,100.0%,17.0,8.5,8.5,0.0,102.1,1.5,3.0,14.0,1,0,0,0.0,0,15,0,0.0%,2.0,2024,20
Jaylon Carlies,IND,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,-1.0,-1.0,7.0,0,0,0,0.0,0,4,0,0.0%,2.0,2024,20
Rodney Thomas II,IND,0,1,1,100.0%,15.0,15.0,15.0,0.0,118.7,13.0,13.0,2.0,0,0,0,0.0,0,7,1,12.5%,2.0,2024,20
Dallis Flowers,IND,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,6.0,6.0,2.0,0,0,0,0.0,0,1,0,0.0%,2.0,2024,20
Jaylon Jones,IND,0,2,1,50.0%,39.0,39.0,19.5,0.0,95.8,17.5,35.0,4.0,0,0,0,0.0,0,6,0,0.0%,2.0,2024,20
Dayo Odeyingbo,IND,0,1,1,100.0%,-1.0,-1.0,-1.0,0.0,79.2,-2.0,-2.0,1.0,0,0,0,0.0,0,4,0,0.0%,2.0,2024,20
E.J. Speed,IND,0,0,0,,,,,,,,,,5,0,0,0.0,0,12,1,7.7%,2.0,2024,20
Tyquan Lewis,IND,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%,2.0,2024,20
Isaiah McDuffie,GNB,0,6,3,50.0%,22.0,7.3,3.7,0.0,59.0,4.8,12.0,10.0,3,0,1,0.0,1,4,0,0.0%,2.0,2024,20
Keisean Nixon,GNB,0,5,3,60.0%,17.0,5.7,3.4,0.0,66.2,7.8,12.0,5.0,0,0,0,0.0,0,3,0,0.0%,2.0,2024,20
Evan Williams,GNB,1,4,2,50.0%,45.0,22.5,11.3,0.0,51.0,33.0,44.0,1.0,0,0,0,0.0,0,2,0,0.0%,2.0,2024,20
Quay Walker,GNB,0,3,2,66.7%,20.0,10.0,6.7,0.0,85.4,6.7,11.0,9.0,3,0,0,0.0,0,6,1,14.3%,2.0,2024,20
Carrington Valentine,GNB,0,3,2,66.7%,25.0,12.5,8.3,0.0,92.4,17.7,15.0,10.0,0,0,0,0.0,0,2,0,0.0%,2.0,2024,20
Jaire Alexander,GNB,0,4,2,50.0%,22.0,11.0,5.5,1.0,106.2,13.0,21.0,1.0,0,0,0,0.0,0,2,0,0.0%,2.0,2024,20
Eric Wilson,GNB,1,2,1,50.0%,18.0,18.0,9.0,0.0,41.7,6.0,-3.0,21.0,0,0,0,0.0,0,1,0,0.0%,2.0,2024,20
Eric Stokes,GNB,0,1,1,100.0%,13.0,13.0,13.0,0.0,118.7,5.0,5.0,8.0,0,0,0,0.0,0,1,0,0.0%,2.0,2024,20
Javon Bullard,GNB,0,2,1,50.0%,22.0,22.0,11.0,0.0,89.6,11.5,13.0,9.0,0,0,0,0.0,0,5,0,0.0%,2.0,2024,20
Devonte Wyatt,GNB,0,0,0,,,,,,,,,,0,1,1,1.0,3,2,1,33.3%,2.0,2024,20
Preston Smith,GNB,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,0,0.0%,2.0,2024,20
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%,2.0,2024,20
Xavier McKinney,GNB,1,1,0,0.0%,,,0.0,,0.0,27.0,,,0,0,0,0.0,0,4,0,0.0%,2.0,2024,20
Kingsley Enagbare,GNB,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,2.0,2024,20
Corey Ballentine,GNB,0,1,0,0.0%,,,0.0,,39.6,19.0,,,0,0,0,0.0,0,0,0,,2.0,2024,20
