Unnamed: 0,NYG,WAS,week,year,game_id
First Downs,18,22,2.0,2024,25
Rush-Yds-TDs,22-129-1,35-215-0,2.0,2024,25
Cmp-Att-Yd-TD-INT,16-28-178-2-0,23-29-226-0-0,2.0,2024,25
Sacked-Yards,1-3,5-16,2.0,2024,25
Net Pass Yards,175,210,2.0,2024,25
Total Yards,304,425,2.0,2024,25
Fumbles-Lost,1-1,0-0,2.0,2024,25
Turnovers,1,0,2.0,2024,25
Penalties-Yards,5-20,10-69,2.0,2024,25
Third Down Conv.,4-8,7-14,2.0,2024,25
Fourth Down Conv.,1-2,1-1,2.0,2024,25
Time of Possession,22:28,37:32,2.0,2024,25
