Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Matthew Stafford,LAR,19,27,216,9,28.1,159,5.9,112,5.9,4.1,104,5.5,2,7.4%,5,18.5%,5,6,1,4,10,31.3%,0,,2.0,2024,28
Kyler Murray,ARI,17,21,266,9,40.9,214,10.2,165,9.7,7.9,101,5.9,1,4.8%,3,14.3%,1,4,2,0,3,11.5%,4,12.3,2.0,2024,28
