Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Cowboys,-25.0,-4.63,-3.77,-0.2,-9.83,-26.86,-18.5,-8.36,3.2,7.86,-4.04,6.91,1.35,-1.13,4.77,2.0,2024,21
Saints,25.0,26.86,18.5,8.36,-3.2,4.63,3.77,0.2,9.83,-7.86,-6.91,4.04,1.13,-1.35,-4.77,2.0,2024,21
