Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Aaron Rodgers,NYJ,18,30,176,9,28.1,167,5.6,80,4.4,2.7,96,5.3,3,10.3%,7,24.1%,2,8,1,1,4,12.1%,1,2.0,2.0,2024,26
Will Levis,TEN,19,28,192,7,21.9,284,10.1,110,5.8,3.9,82,4.3,1,3.7%,3,11.1%,4,4,0,2,6,17.1%,3,12.0,2.0,2024,26
