Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Davante Adams,LVR,12,9,110,1,5.0,98,10.9,12,1.3,11.6,0,,1,8.3,0,130.6,2.0,2024,27
Brock Bowers,LVR,9,9,98,0,5.0,56,6.2,42,4.7,6.2,0,,0,0.0,0,112.0,2.0,2024,27
Jakobi Meyers,LVR,5,4,29,0,2.0,23,5.8,6,1.5,7.0,0,,0,0.0,0,90.8,2.0,2024,27
Zamir White,LVR,4,3,14,0,1.0,-11,-3.7,25,8.3,-2.8,2,1.5,0,0.0,0,79.2,2.0,2024,27
Tre Tucker,LVR,2,2,13,0,,-6,-3.0,19,9.5,-3.0,0,,0,0.0,0,93.7,2.0,2024,27
Ameer Abdullah,LVR,2,2,1,0,,-13,-6.5,14,7.0,-6.5,0,,0,0.0,0,79.2,2.0,2024,27
Michael Mayer,LVR,1,1,11,0,1.0,6,6.0,5,5.0,6.0,0,,0,0.0,0,112.5,2.0,2024,27
Harrison Bryant,LVR,1,0,0,0,,0,,0,,18.0,0,,0,0.0,1,0.0,2.0,2024,27
Zay Flowers,BAL,11,7,91,1,4.0,69,9.9,22,3.1,7.5,1,7.0,0,0.0,0,119.9,2.0,2024,27
Mark Andrews,BAL,5,4,51,0,4.0,38,9.5,13,3.3,13.4,0,,0,0.0,0,109.2,2.0,2024,27
Rashod Bateman,BAL,4,3,40,0,2.0,35,11.7,5,1.7,9.3,0,,0,0.0,1,66.7,2.0,2024,27
Justice Hill,BAL,2,2,10,0,0.0,-10,-5.0,20,10.0,-5.0,0,,0,0.0,0,87.5,2.0,2024,27
Isaiah Likely,BAL,3,2,26,0,2.0,2,1.0,24,12.0,8.7,0,,0,0.0,0,93.7,2.0,2024,27
Derrick Henry,BAL,1,1,12,0,1.0,0,0.0,12,12.0,0.0,1,1.0,0,0.0,0,116.7,2.0,2024,27
Charlie Kolar,BAL,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3,2.0,2024,27
Nelson Agholor,BAL,3,1,13,0,1.0,10,10.0,3,3.0,17.3,0,,0,0.0,0,47.9,2.0,2024,27
Patrick Ricard,BAL,1,0,0,0,,0,,0,,-5.0,0,,0,0.0,0,39.6,2.0,2024,27
