Player,Pos,home_team,team,week,year,game_id
Deshaun Watson,QB,0,Browns,2.0,2024,19
D'Onta Foreman,RB,0,Browns,2.0,2024,19
Amari Cooper,WR,0,Browns,2.0,2024,19
Elijah Moore,WR,0,Browns,2.0,2024,19
Dawand Jones,T,0,Browns,2.0,2024,19
James Hudson,T,0,Browns,2.0,2024,19
Joel Bitonio,G,0,Browns,2.0,2024,19
Wyatt Teller,G,0,Browns,2.0,2024,19
Zak Zinter,G,0,Browns,2.0,2024,19
Nick Harris,C,0,Browns,2.0,2024,19
Ethan Pocic,C,0,Browns,2.0,2024,19
Myles Garrett,DE,0,Browns,2.0,2024,19
Za'Darius Smith,DE,0,Browns,2.0,2024,19
Shelby Harris,DT,0,Browns,2.0,2024,19
Dalvin Tomlinson,DT,0,Browns,2.0,2024,19
Jordan Hicks,LB,0,Browns,2.0,2024,19
Jeremiah Owusu-Koramoah,LB,0,Browns,2.0,2024,19
Martin Emerson,CB,0,Browns,2.0,2024,19
Greg Newsome II,CB,0,Browns,2.0,2024,19
Denzel Ward,CB,0,Browns,2.0,2024,19
Ronnie Hickman,S,0,Browns,2.0,2024,19
Grant Delpit,S,0,Browns,2.0,2024,19
