Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Kirk Cousins,ATL,4,-1,0,1,2.0,2024,32
Bijan Robinson,ATL,14,97,0,19,2.0,2024,32
Tyler Allgeier,ATL,9,53,0,15,2.0,2024,32
Ray-Ray McCloud,ATL,1,3,0,3,2.0,2024,32
Darnell Mooney,ATL,0,0,0,0,2.0,2024,32
Drake London,ATL,0,0,0,0,2.0,2024,32
Kyle Pitts,ATL,0,0,0,0,2.0,2024,32
Jalen Hurts,PHI,13,85,1,23,2.0,2024,32
Saquon Barkley,PHI,22,95,0,11,2.0,2024,32
Kenneth Gainwell,PHI,2,6,0,4,2.0,2024,32
DeVonta Smith,PHI,0,0,0,0,2.0,2024,32
Dallas Goedert,PHI,0,0,0,0,2.0,2024,32
Britain Covey,PHI,0,0,0,0,2.0,2024,32
Grant Calcaterra,PHI,0,0,0,0,2.0,2024,32
Jahan Dotson,PHI,0,0,0,0,2.0,2024,32
Johnny Wilson,PHI,0,0,0,0,2.0,2024,32
