Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Malik Nabers,NYG,18,10,127,1,7.0,41,4.1,86,8.6,7.8,2,5.0,1,5.6,0,96.3,2.0,2024,25
Darius Slayton,NYG,4,3,33,0,2.0,32,10.7,1,0.3,12.5,0,,0,0.0,0,99.0,2.0,2024,25
Wan'Dale Robinson,NYG,4,2,18,1,2.0,9,4.5,9,4.5,6.0,0,,0,0.0,0,102.1,2.0,2024,25
Devin Singletary,NYG,1,1,0,0,0.0,-3,-3.0,3,3.0,-3.0,0,,0,0.0,0,79.2,2.0,2024,25
Terry McLaurin,WAS,8,6,22,0,1.0,11,1.8,11,1.8,3.9,0,,0,0.0,0,77.1,2.0,2024,25
Zach Ertz,WAS,4,4,62,0,3.0,51,12.8,11,2.8,12.8,0,,0,0.0,0,118.7,2.0,2024,25
Noah Brown,WAS,3,3,56,0,2.0,39,13.0,17,5.7,13.0,0,,0,0.0,0,118.7,2.0,2024,25
Austin Ekeler,WAS,3,3,47,0,2.0,-7,-2.3,54,18.0,-2.3,0,,0,0.0,0,118.7,2.0,2024,25
Olamide Zaccheaus,WAS,3,3,14,0,1.0,-5,-1.7,19,6.3,-1.7,0,,0,0.0,0,86.1,2.0,2024,25
Dyami Brown,WAS,4,2,17,0,2.0,-3,-1.5,20,10.0,1.5,0,,0,0.0,0,61.5,2.0,2024,25
John Bates,WAS,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5,2.0,2024,25
Brian Robinson Jr.,WAS,3,1,3,0,0.0,-7,-7.0,10,10.0,-3.0,0,,0,0.0,0,42.4,2.0,2024,25
