Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Lions,-4.0,3.18,-1.9,6.24,-7.01,-0.1,-1.63,1.2,2.75,-4.12,-4.7,4.17,0.1,-2.09,-1.6,2.0,2024,22
Buccaneers,4.0,0.1,1.63,-1.2,-2.75,-3.18,1.9,-6.24,7.01,4.12,-4.17,4.7,2.09,-0.1,1.6,2.0,2024,22
