Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Alec Pierce,IND,7,5,56,1,4.0,52,10.4,4,0.8,15.1,0,,0,0.0,1,94.9,2.0,2024,20
Michael Pittman Jr.,IND,7,3,21,0,1.0,18,6.0,3,1.0,12.6,0,,0,0.0,1,10.7,2.0,2024,20
Jonathan Taylor,IND,4,2,32,0,2.0,1,0.5,31,15.5,-0.3,0,,0,0.0,0,77.1,2.0,2024,20
Mo Alie-Cox,IND,1,1,22,0,1.0,13,13.0,9,9.0,13.0,0,,0,0.0,0,118.7,2.0,2024,20
Ashton Dulin,IND,2,1,13,0,1.0,5,5.0,8,8.0,12.0,0,,0,0.0,0,70.8,2.0,2024,20
Tyler Goodson,IND,1,1,2,0,,2,2.0,0,0.0,2.0,0,,0,0.0,0,79.2,2.0,2024,20
Kylen Granson,IND,2,1,9,0,,2,2.0,7,7.0,6.0,0,,0,0.0,0,62.5,2.0,2024,20
Adonai Mitchell,IND,4,1,30,0,1.0,29,29.0,1,1.0,22.0,0,,1,25.0,0,58.3,2.0,2024,20
Andrew Ogletree,IND,2,1,12,0,,7,7.0,5,5.0,13.0,0,,0,0.0,0,68.7,2.0,2024,20
Trey Sermon,IND,1,1,7,0,,1,1.0,6,6.0,1.0,0,,0,0.0,0,95.8,2.0,2024,20
Romeo Doubs,GNB,3,3,62,0,3.0,54,18.0,8,2.7,18.0,1,3.0,0,0.0,0,118.7,2.0,2024,20
Dontayvion Wicks,GNB,4,3,26,1,2.0,18,6.0,8,2.7,8.8,0,,0,0.0,0,131.2,2.0,2024,20
Tucker Kraft,GNB,2,2,16,0,1.0,1,0.5,15,7.5,0.5,0,,0,0.0,0,100.0,2.0,2024,20
Jayden Reed,GNB,2,2,9,0,0.0,-3,-1.5,12,6.0,-1.5,0,,0,0.0,0,85.4,2.0,2024,20
MarShawn Lloyd,GNB,1,1,3,0,,-5,-5.0,8,8.0,-5.0,0,,0,0.0,0,79.2,2.0,2024,20
Luke Musgrave,GNB,1,1,6,0,,-1,-1.0,7,7.0,-1.0,0,,0,0.0,0,91.7,2.0,2024,20
