Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Geno Smith,SEA,5,8,0,5,2.0,2024,24
Zach Charbonnet,SEA,14,38,1,9,2.0,2024,24
D.K. Metcalf,SEA,0,0,0,0,2.0,2024,24
Jaxon Smith-Njigba,SEA,0,0,0,0,2.0,2024,24
Jake Bobo,SEA,0,0,0,0,2.0,2024,24
Tyler Lockett,SEA,0,0,0,0,2.0,2024,24
Noah Fant,SEA,0,0,0,0,2.0,2024,24
Laviska Shenault Jr.,SEA,0,0,0,0,2.0,2024,24
Jacoby Brissett,NWE,2,6,0,5,2.0,2024,24
Antonio Gibson,NWE,11,96,0,45,2.0,2024,24
Rhamondre Stevenson,NWE,21,81,1,18,2.0,2024,24
Jamycal Hasty,NWE,1,2,0,2,2.0,2024,24
Hunter Henry,NWE,0,0,0,0,2.0,2024,24
Ja'Lynn Polk,NWE,1,0,0,0,2.0,2024,24
K.J. Osborn,NWE,0,0,0,0,2.0,2024,24
Austin Hooper,NWE,0,0,0,0,2.0,2024,24
