Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Derek Carr,NOR,11,16,243,8.0,47.1,135,8.4,110,10.0,6.9,133,12.1,1,6.7%,1,6.7%,1,7,7,1,9,52.9%,0,,2.0,2024,21
Dak Prescott,DAL,27,39,293,13.0,31.0,329,8.4,139,5.1,3.6,154,5.7,0,0.0%,5,13.2%,3,6,7,0,10,23.3%,1,8.0,2.0,2024,21
Cooper Rush,DAL,1,3,6,,,15,5.0,-2,-2.0,-0.7,8,8.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,,2.0,2024,21
