Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Giants,-5.0,6.93,10.37,0.26,-2.98,-11.88,-10.05,-4.63,0.0,-0.31,-4.22,7.48,-0.14,0.0,-3.43,2.0,2024,25
Commanders,5.0,11.88,10.05,4.63,0.0,-6.93,-10.37,-0.26,2.98,0.31,-7.48,4.22,0.0,0.14,3.43,2.0,2024,25
