Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Cardinals,31.0,26.58,19.57,7.67,-5.05,8.89,8.68,0.21,3.74,-4.42,-8.9,2.82,0.96,-2.89,3.59,2.0,2024,28
Rams,-31.0,-8.89,-8.68,-0.21,-3.74,-26.58,-19.57,-7.67,5.05,4.42,-2.82,8.9,2.89,-0.96,-3.59,2.0,2024,28
