Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Colts,-6.0,-1.85,-8.3,6.8,-8.02,-3.59,-9.29,5.38,6.56,-1.56,-4.6,4.7,2.89,-2.26,-2.29,2.0,2024,20
Packers,6.0,3.59,9.29,-5.38,-6.56,1.85,8.3,-6.8,8.02,1.56,-4.7,4.6,2.26,-2.89,2.29,2.0,2024,20
