Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Justin Fields,PIT,13,20,117,7,31.8,145,7.3,65,5.0,3.3,52,4.0,0,0.0%,4,22.2%,2,12,0,4,6,23.1%,4,6.8,2.0,2024,30
Bo Nix,DEN,20,35,246,8,21.6,325,9.3,119,6.0,3.4,127,6.4,2,5.9%,9,26.5%,2,8,2,4,8,20.5%,2,3.5,2.0,2024,30
