Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Broncos,-7.0,-6.86,-4.65,-3.62,-3.84,1.2,-8.49,10.13,0.0,1.25,-1.6,2.82,6.07,-6.89,0.85,2.0,2024,30
Steelers,7.0,-1.2,8.49,-10.13,0.0,6.86,4.65,3.62,3.84,-1.25,-2.82,1.6,6.89,-6.07,-0.85,2.0,2024,30
