Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Brock Purdy,SFO,0,0,0,0,0,2.0,2024,23
Jordan Mason,SFO,1,1,4,0,4,2.0,2024,23
George Kittle,SFO,8,7,76,1,25,2.0,2024,23
Brandon Aiyuk,SFO,5,4,43,0,22,2.0,2024,23
Jauan Jennings,SFO,4,2,37,0,25,2.0,2024,23
Eric Saubert,SFO,2,2,26,0,14,2.0,2024,23
Kyle Juszczyk,SFO,5,3,19,0,8,2.0,2024,23
Chris Conley,SFO,1,1,4,0,4,2.0,2024,23
Isaac Guerendo,SFO,0,0,0,0,0,2.0,2024,23
Deebo Samuel,SFO,10,8,110,0,28,2.0,2024,23
Sam Darnold,MIN,0,0,0,0,0,2.0,2024,23
Ty Chandler,MIN,0,0,0,0,0,2.0,2024,23
Aaron Jones,MIN,6,5,36,0,18,2.0,2024,23
Justin Jefferson,MIN,7,4,133,1,97,2.0,2024,23
Jalen Nailor,MIN,4,3,54,1,26,2.0,2024,23
Trent Sherfield,MIN,2,1,17,0,17,2.0,2024,23
Brandon Powell,MIN,2,2,16,0,11,2.0,2024,23
Johnny Mundt,MIN,3,2,12,0,6,2.0,2024,23
