Player,Pos,home_team,team,week,year,game_id
Bryce Young,QB,1,Panthers,2.0,2024,18
Chuba Hubbard,RB,1,Panthers,2.0,2024,18
Adam Thielen,WR,1,Panthers,2.0,2024,18
Jonathan Mingo,WR,1,Panthers,2.0,2024,18
Diontae Johnson,WR,1,Panthers,2.0,2024,18
Tommy Tremble,TE,1,Panthers,2.0,2024,18
Ikem Ekwonu,T,1,Panthers,2.0,2024,18
Taylor Moton,T,1,Panthers,2.0,2024,18
Damien Lewis,G,1,Panthers,2.0,2024,18
Robert Hunt,G,1,Panthers,2.0,2024,18
Austin Corbett,C,1,Panthers,2.0,2024,18
A'Shawn Robinson,DE,1,Panthers,2.0,2024,18
Nick Thurman,DT,1,Panthers,2.0,2024,18
Shy Tuttle,DT,1,Panthers,2.0,2024,18
Eku Leota,OLB,1,Panthers,2.0,2024,18
Jadeveon Clowney,OLB,1,Panthers,2.0,2024,18
Josey Jewell,LB,1,Panthers,2.0,2024,18
Shaq Thompson,LB,1,Panthers,2.0,2024,18
Michael Jackson,CB,1,Panthers,2.0,2024,18
Jaycee Horn,CB,1,Panthers,2.0,2024,18
Jordan Fuller,S,1,Panthers,2.0,2024,18
Xavier Woods,S,1,Panthers,2.0,2024,18
