Unnamed: 0,PIT,DEN,week,year,game_id
First Downs,16,13,2.0,2024,30
Rush-Yds-TDs,36-141-0,19-64-0,2.0,2024,30
Cmp-Att-Yd-TD-INT,13-20-117-1-0,20-35-246-0-2,2.0,2024,30
Sacked-Yards,2-7,2-15,2.0,2024,30
Net Pass Yards,110,231,2.0,2024,30
Total Yards,251,295,2.0,2024,30
Fumbles-Lost,1-0,0-0,2.0,2024,30
Turnovers,0,2,2.0,2024,30
Penalties-Yards,10-78,9-124,2.0,2024,30
Third Down Conv.,4-13,2-12,2.0,2024,30
Fourth Down Conv.,0-0,1-2,2.0,2024,30
Time of Possession,32:19,27:41,2.0,2024,30
