Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Justin Herbert,LAC,6,18,0,13,2.0,2024,18
J.K. Dobbins,LAC,17,131,1,43,2.0,2024,18
Gus Edwards,LAC,18,59,0,6,2.0,2024,18
Hassan Haskins,LAC,3,11,0,5,2.0,2024,18
Quentin Johnston,LAC,0,0,0,0,2.0,2024,18
Will Dissly,LAC,0,0,0,0,2.0,2024,18
Ladd McConkey,LAC,0,0,0,0,2.0,2024,18
Josh Palmer,LAC,0,0,0,0,2.0,2024,18
Hayden Hurst,LAC,0,0,0,0,2.0,2024,18
Eric Tomlinson,LAC,0,0,0,0,2.0,2024,18
Bryce Young,CAR,1,6,0,6,2.0,2024,18
Chuba Hubbard,CAR,10,64,0,23,2.0,2024,18
Miles Sanders,CAR,7,20,0,6,2.0,2024,18
Tommy Tremble,CAR,0,0,0,0,2.0,2024,18
Adam Thielen,CAR,0,0,0,0,2.0,2024,18
Diontae Johnson,CAR,0,0,0,0,2.0,2024,18
Ja'Tavion Sanders,CAR,0,0,0,0,2.0,2024,18
Jonathan Mingo,CAR,0,0,0,0,2.0,2024,18
David Moore,CAR,0,0,0,0,2.0,2024,18
