Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA,week,year,game_id
1.0,7:43,1.0,15.0,BUF 46,7.0,0.0,De'Von Achane right end for 14 yards (tackle by Damar Hamlin),2.52,3.52,2.0,2024,17
1.0,7:02,2.0,1.0,BUF 32,7.0,0.0,De'Von Achane up the middle for 8 yards (tackle by Christian Benford),3.52,3.97,2.0,2024,17
1.0,6:23,1.0,10.0,BUF 24,7.0,0.0,De'Von Achane left end for no gain (tackle by A.J. Epenesa),3.97,3.43,2.0,2024,17
1.0,5:46,2.0,10.0,BUF 24,7.0,0.0,Tua Tagovailoa pass complete short left to Jeff Wilson for 6 yards (tackle by Terrel Bernard),3.43,3.57,2.0,2024,17
1.0,5:03,3.0,4.0,BUF 18,7.0,0.0,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 17 yards (tackle by Damar Hamlin),3.57,6.97,2.0,2024,17
1.0,4:18,1.0,1.0,BUF 1,7.0,0.0,"Penalty on Liam Eichenberg: False Start, 5 yards (accepted) (no play)",6.97,5.83,2.0,2024,17
1.0,4:05,1.0,6.0,BUF 6,7.0,0.0,De'Von Achane up the middle for 1 yard (tackle by A.J. Epenesa),5.83,5.15,2.0,2024,17
1.0,3:28,2.0,5.0,BUF 5,7.0,6.0,"Tua Tagovailoa pass complete short right to De'Von Achane for 5 yards, touchdown",5.15,7.0,2.0,2024,17
1.0,3:21,,,BUF 15,7.0,7.0,Jason Sanders kicks extra point good,0.0,0.0,2.0,2024,17
1.0,3:21,,,MIA 35,7.0,7.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,17
1.0,3:21,1.0,10.0,BUF 30,7.0,7.0,James Cook left guard for 3 yards (tackle by David Long),0.94,0.8,2.0,2024,17
1.0,2:55,2.0,7.0,BUF 33,7.0,7.0,Josh Allen pass complete short middle to Khalil Shakir for 6 yards (tackle by David Long),0.8,0.89,2.0,2024,17
1.0,2:13,3.0,1.0,BUF 39,7.0,7.0,"Josh Allen aborted snap, recovered by Josh Allen at BUF-39 Josh Allen pass incomplete short right intended for Mack Hollins (defended by Calais Campbell)",0.89,-0.78,2.0,2024,17
1.0,2:07,4.0,1.0,BUF 39,7.0,7.0,"Sam Martin punts 45 yards, fair catch by Braxton Berrios at MIA-16",-0.78,0.14,2.0,2024,17
1.0,2:00,1.0,10.0,MIA 16,7.0,7.0,De'Von Achane left tackle for 1 yard (tackle by Baylon Spector),-0.14,-0.51,2.0,2024,17
1.0,1:23,2.0,9.0,MIA 17,7.0,7.0,Tyreek Hill left end for 12 yards (tackle by Damar Hamlin),-0.51,0.87,2.0,2024,17
1.0,0:47,1.0,10.0,MIA 29,7.0,7.0,Tua Tagovailoa pass deep right intended for Robbie Chosen is intercepted by Christian Benford at 50 and returned for 6 yards (tackle by Robbie Chosen),0.87,-2.65,2.0,2024,17
1.0,0:41,1.0,10.0,MIA 44,7.0,7.0,Khalil Shakir left end for 2 yards (tackle by Jevon Holland),2.65,2.38,2.0,2024,17
2.0,15:00,2.0,8.0,MIA 42,7.0,7.0,Josh Allen scrambles right tackle for 3 yards (tackle by Jordyn Brooks),2.38,2.08,2.0,2024,17
2.0,14:22,3.0,5.0,MIA 39,7.0,7.0,Josh Allen pass complete short middle to Khalil Shakir for 11 yards (tackle by David Long),2.08,3.71,2.0,2024,17
2.0,13:43,1.0,10.0,MIA 28,7.0,7.0,James Cook left guard for 3 yards (tackle by Jordyn Brooks),3.71,3.57,2.0,2024,17
2.0,12:56,2.0,7.0,MIA 25,7.0,7.0,Josh Allen pass incomplete deep left intended for Curtis Samuel (defended by Jordyn Brooks),3.57,2.87,2.0,2024,17
2.0,12:50,3.0,7.0,MIA 25,7.0,7.0,Josh Allen pass incomplete short right intended for Ty Johnson,2.87,1.8,2.0,2024,17
2.0,12:45,4.0,7.0,MIA 25,10.0,7.0,Tyler Bass 43 yard field goal good,1.8,3.0,2.0,2024,17
2.0,12:41,,,BUF 35,10.0,7.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,17
2.0,12:41,1.0,10.0,MIA 30,10.0,7.0,Jaylen Wright left end for 3 yards (tackle by Casey Toohill),0.94,0.8,2.0,2024,17
2.0,11:59,2.0,7.0,MIA 33,10.0,7.0,"Jaylen Wright left guard for 9 yards (tackle by Taylor Rapp and Dorian Williams). Penalty on Terron Armstead: Offensive Holding, 10 yards (accepted) (no play)",0.8,-0.55,2.0,2024,17
2.0,11:45,2.0,17.0,MIA 23,10.0,7.0,Tua Tagovailoa pass complete short left to Jonnu Smith for 14 yards (tackle by Dorian Williams),-0.55,0.63,2.0,2024,17
2.0,11:05,3.0,3.0,MIA 37,10.0,7.0,Tua Tagovailoa pass incomplete short left intended for Tyreek Hill,0.63,-0.91,2.0,2024,17
2.0,11:02,4.0,3.0,MIA 37,10.0,7.0,"Jake Bailey punts 48 yards, fair catch by Brandon Codrington at BUF-15",-0.91,0.22,2.0,2024,17
2.0,10:54,1.0,10.0,BUF 15,10.0,7.0,Josh Allen pass complete short right to Ray Davis for -1 yards (tackle by Chop Robinson and Jalen Ramsey),-0.22,-0.82,2.0,2024,17
2.0,10:13,2.0,11.0,BUF 14,10.0,7.0,"Josh Allen pass complete deep middle to Khalil Shakir for 21 yards (tackle by Jordan Poyer). Penalty on Jordan Poyer: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.82,2.26,2.0,2024,17
2.0,9:53,1.0,10.0,BUF 50,10.0,7.0,Ray Davis up the middle for 8 yards (tackle by Kader Kohou),2.26,2.79,2.0,2024,17
2.0,9:25,2.0,2.0,MIA 42,10.0,7.0,Ray Davis up the middle for 10 yards (tackle by Jordan Poyer and Jevon Holland),2.79,3.45,2.0,2024,17
2.0,8:46,1.0,10.0,MIA 32,10.0,7.0,Ray Davis right tackle for -1 yards (tackle by David Long),3.45,2.77,2.0,2024,17
2.0,8:01,2.0,11.0,MIA 33,10.0,7.0,"Penalty on Spencer Brown: False Start, 5 yards (accepted) (no play)",2.77,2.09,2.0,2024,17
2.0,7:51,2.0,16.0,MIA 38,10.0,7.0,Josh Allen pass complete short middle to Khalil Shakir for 4 yards (tackle by David Long),2.09,1.95,2.0,2024,17
2.0,7:09,3.0,12.0,MIA 34,10.0,7.0,Josh Allen pass complete deep right to Ty Johnson for 33 yards (tackle by Jalen Ramsey),1.95,6.97,2.0,2024,17
2.0,6:28,1.0,1.0,MIA 1,16.0,7.0,"James Cook up the middle for 1 yard, touchdown",6.97,7.0,2.0,2024,17
2.0,6:25,,,MIA 15,17.0,7.0,Tyler Bass kicks extra point good,0.0,0.0,2.0,2024,17
2.0,6:25,,,BUF 35,17.0,7.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,17
2.0,6:25,1.0,10.0,MIA 30,17.0,7.0,De'Von Achane up the middle for 17 yards (tackle by Damar Hamlin and Taylor Rapp),0.94,2.06,2.0,2024,17
2.0,5:45,1.0,10.0,MIA 47,17.0,7.0,De'Von Achane up the middle for 5 yards (tackle by Baylon Spector),2.06,2.19,2.0,2024,17
2.0,5:08,2.0,5.0,BUF 48,17.0,7.0,De'Von Achane right guard for 4 yards (tackle by Austin Johnson),2.19,2.02,2.0,2024,17
2.0,4:27,3.0,1.0,BUF 44,17.0,7.0,Alec Ingold left guard for -1 yards (tackle by Dorian Williams and Baylon Spector),2.02,0.27,2.0,2024,17
2.0,3:49,4.0,2.0,BUF 45,17.0,7.0,Tua Tagovailoa sacked by Ed Oliver for -6 yards,0.27,-2.32,2.0,2024,17
2.0,3:45,1.0,10.0,MIA 49,23.0,7.0,"James Cook up the middle for 49 yards, touchdown",2.32,7.0,2.0,2024,17
2.0,3:36,,,MIA 15,24.0,7.0,Tyler Bass kicks extra point good,0.0,0.0,2.0,2024,17
2.0,3:36,,,BUF 35,24.0,7.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,17
2.0,3:36,1.0,10.0,MIA 30,24.0,7.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for no gain (tackle by Cameron Lewis),0.94,0.39,2.0,2024,17
2.0,3:00,2.0,10.0,MIA 30,24.0,7.0,De'Von Achane right end for 13 yards (tackle by Dorian Williams and Gregory Rousseau),0.39,1.8,2.0,2024,17
2.0,2:22,1.0,10.0,MIA 43,24.0,7.0,De'Von Achane left guard for 3 yards (tackle by Cameron Lewis),1.8,1.66,2.0,2024,17
2.0,2:00,2.0,7.0,MIA 46,24.0,7.0,De'Von Achane right end for 5 yards (tackle by Baylon Spector and Gregory Rousseau),1.66,1.62,2.0,2024,17
2.0,1:22,3.0,2.0,BUF 49,24.0,7.0,Tua Tagovailoa pass complete short right to Jonnu Smith for 4 yards (tackle by Christian Benford and Dorian Williams),1.62,2.59,2.0,2024,17
2.0,1:03,1.0,10.0,BUF 45,24.0,7.0,Tua Tagovailoa pass complete short right to De'Von Achane for 4 yards (tackle by Christian Benford),2.59,2.58,2.0,2024,17
2.0,0:57,2.0,6.0,BUF 41,24.0,7.0,De'Von Achane right end for -5 yards (tackle by Gregory Rousseau),2.58,1.22,2.0,2024,17
2.0,0:32,,,,,,Timeout #1 by Miami Dolphins,,,2.0,2024,17
2.0,0:32,3.0,11.0,BUF 46,24.0,7.0,Tua Tagovailoa scrambles left end for 11 yards (tackle by Von Miller),1.22,3.25,2.0,2024,17
2.0,0:27,1.0,10.0,BUF 35,24.0,7.0,Tua Tagovailoa pass complete short left to Jeff Wilson for 6 yards (tackle by Baylon Spector),3.25,3.51,2.0,2024,17
2.0,0:21,,,,,,Timeout #2 by Miami Dolphins,,,2.0,2024,17
2.0,0:21,2.0,4.0,BUF 29,24.0,7.0,Tua Tagovailoa pass complete short middle to Tyreek Hill for 6 yards (tackle by Baylon Spector and Damar Hamlin),3.51,4.04,2.0,2024,17
2.0,0:16,,,,,,Timeout #3 by Miami Dolphins,,,2.0,2024,17
2.0,0:16,,,,,,Timeout #2 by Buffalo Bills,,,2.0,2024,17
2.0,0:16,1.0,10.0,BUF 23,24.0,7.0,Tua Tagovailoa pass complete short right to Jonnu Smith for 7 yards,4.04,4.56,2.0,2024,17
2.0,0:12,,,,,,Timeout #3 by Buffalo Bills,,,2.0,2024,17
2.0,0:12,2.0,3.0,BUF 16,24.0,7.0,Tua Tagovailoa pass incomplete short left,4.56,3.85,2.0,2024,17
2.0,0:08,3.0,3.0,BUF 16,24.0,10.0,Jason Sanders 34 yard field goal good,3.85,3.0,2.0,2024,17
2.0,0:04,,,MIA 35,24.0,10.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,17
2.0,0:04,1.0,10.0,BUF 30,24.0,10.0,Josh Allen kneels for -1 yards,0.94,0.26,2.0,2024,17
3.0,15:00,,,MIA 35,24.0,10.0,"Jason Sanders kicks off 62 yards, returned by Ray Davis for 25 yards (tackle by Quinton Bell). Penalty on Anthony Walker: Illegal Formation, 5 yards (accepted)",0.0,1.14,2.0,2024,17
3.0,14:51,1.0,10.0,BUF 33,24.0,10.0,Josh Allen pass complete short right to Dalton Kincaid for 9 yards (tackle by David Long and Kendall Fuller),1.14,1.81,2.0,2024,17
3.0,14:12,2.0,1.0,BUF 42,24.0,10.0,James Cook left tackle for 5 yards (tackle by Kendall Fuller and Jordan Poyer),1.81,2.06,2.0,2024,17
3.0,13:36,1.0,10.0,BUF 47,24.0,10.0,Josh Allen pass complete short right to Curtis Samuel for 3 yards (tackle by David Long),2.06,1.92,2.0,2024,17
3.0,12:57,2.0,7.0,BUF 50,24.0,10.0,James Cook right guard for no gain (tackle by Jordyn Brooks),1.92,1.22,2.0,2024,17
3.0,12:22,,,,,,Timeout #1 by Miami Dolphins,,,2.0,2024,17
3.0,12:22,3.0,7.0,BUF 50,24.0,10.0,Josh Allen pass incomplete deep right intended for Marquez Valdes-Scantling,1.22,-0.06,2.0,2024,17
3.0,12:17,4.0,7.0,BUF 50,24.0,10.0,"Sam Martin punts 39 yards, fair catch by Braxton Berrios at MIA-11",-0.06,0.37,2.0,2024,17
3.0,12:10,1.0,10.0,MIA 11,24.0,10.0,De'Von Achane up the middle for 2 yards (tackle by Dorian Williams),-0.37,-0.63,2.0,2024,17
3.0,11:34,2.0,8.0,MIA 13,24.0,10.0,Tua Tagovailoa pass complete short left to De'Von Achane for 12 yards (tackle by Christian Benford),-0.63,0.61,2.0,2024,17
3.0,11:03,1.0,10.0,MIA 25,24.0,10.0,De'Von Achane right end for 4 yards (tackle by Austin Johnson),0.61,0.6,2.0,2024,17
3.0,10:23,2.0,6.0,MIA 29,24.0,10.0,De'Von Achane right end for 1 yard (tackle by Baylon Spector and Dorian Williams),0.6,0.04,2.0,2024,17
3.0,9:37,3.0,5.0,MIA 30,30.0,10.0,"Tua Tagovailoa pass short left is intercepted by Ja'Marcus Ingram at MIA-31 and returned for 31 yards, touchdown",0.04,-7.0,2.0,2024,17
3.0,9:27,,,MIA 15,31.0,10.0,Tyler Bass kicks extra point good,0.0,0.0,2.0,2024,17
3.0,9:27,,,BUF 35,31.0,10.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,2.0,2024,17
3.0,9:27,1.0,10.0,MIA 30,31.0,10.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 8 yards (tackle by Rasul Douglas),0.94,1.47,2.0,2024,17
3.0,8:46,2.0,2.0,MIA 38,31.0,10.0,Jaylen Wright left end for -2 yards (tackle by Taylor Rapp and Dorian Williams),1.47,0.5,2.0,2024,17
3.0,8:02,3.0,4.0,MIA 36,31.0,10.0,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 21 yards (tackle by Rasul Douglas),0.5,2.72,2.0,2024,17
3.0,7:19,1.0,10.0,BUF 43,31.0,10.0,Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill,2.72,2.18,2.0,2024,17
3.0,7:14,2.0,10.0,BUF 43,31.0,10.0,Jaylen Wright right end for 8 yards (tackle by Baylon Spector),2.18,2.54,2.0,2024,17
3.0,6:44,3.0,2.0,BUF 35,31.0,10.0,De'Von Achane up the middle for 16 yards (tackle by Taylor Rapp and Damar Hamlin),2.54,4.31,2.0,2024,17
3.0,6:01,1.0,10.0,BUF 19,31.0,10.0,Tua Tagovailoa pass incomplete deep middle intended for Julian Hill,4.31,3.75,2.0,2024,17
3.0,5:56,2.0,10.0,BUF 19,31.0,10.0,Tua Tagovailoa pass complete short right to Jonnu Smith for 7 yards (tackle by Cameron Lewis and Dorian Williams),3.75,4.19,2.0,2024,17
3.0,5:16,3.0,3.0,BUF 12,31.0,10.0,De'Von Achane up the middle for -1 yards (tackle by Ed Oliver),4.19,2.64,2.0,2024,17
3.0,4:36,4.0,4.0,BUF 13,31.0,10.0,Tua Tagovailoa scrambles up the middle for 6 yards (tackle by Damar Hamlin),2.64,5.6,2.0,2024,17
3.0,4:11,1.0,7.0,BUF 7,31.0,10.0,De'Von Achane up the middle for no gain (tackle by A.J. Epenesa and DaQuan Jones),5.6,4.76,2.0,2024,17
3.0,3:33,2.0,7.0,BUF 7,31.0,10.0,De'Von Achane up the middle for -1 yards (tackle by Damar Hamlin),4.76,3.58,2.0,2024,17
3.0,2:48,3.0,8.0,BUF 8,31.0,10.0,Skylar Thompson pass incomplete short left intended for Braxton Berrios,3.58,2.95,2.0,2024,17
3.0,2:43,,,,,,Timeout #2 by Miami Dolphins,,,2.0,2024,17
3.0,2:43,4.0,8.0,BUF 8,31.0,10.0,Skylar Thompson sacked by Von Miller for -7 yards,2.95,0.22,2.0,2024,17
3.0,2:40,1.0,10.0,BUF 15,31.0,10.0,James Cook up the middle for 8 yards (tackle by Jordyn Brooks),-0.22,0.48,2.0,2024,17
3.0,1:57,2.0,2.0,BUF 23,31.0,10.0,James Cook right tackle for 4 yards (tackle by Calais Campbell),0.48,0.74,2.0,2024,17
3.0,1:13,1.0,10.0,BUF 27,31.0,10.0,James Cook right tackle for 1 yard (tackle by David Long and Jevon Holland),0.74,0.33,2.0,2024,17
3.0,0:32,2.0,9.0,BUF 28,31.0,10.0,Josh Allen pass complete short left to Dalton Kincaid for 7 yards (tackle by Emmanuel Ogbah),0.33,0.56,2.0,2024,17
4.0,15:00,3.0,2.0,BUF 35,31.0,10.0,James Cook right guard for no gain (tackle by David Long and Jordyn Brooks),0.56,-1.04,2.0,2024,17
4.0,14:21,4.0,2.0,BUF 35,31.0,10.0,"Sam Martin punts 65 yards, touchback.",-1.04,-0.28,2.0,2024,17
4.0,14:14,1.0,10.0,MIA 20,31.0,10.0,Skylar Thompson pass complete short right to De'Von Achane for 1 yard (tackle by Christian Benford),0.28,-0.13,2.0,2024,17
4.0,13:29,2.0,9.0,MIA 21,31.0,10.0,Skylar Thompson pass complete short right to De'Von Achane for 15 yards (tackle by Dorian Williams and Rasul Douglas),-0.13,1.33,2.0,2024,17
4.0,12:44,1.0,10.0,MIA 36,31.0,10.0,Skylar Thompson pass incomplete deep left intended for Grant Dubose,1.33,0.79,2.0,2024,17
4.0,12:41,2.0,10.0,MIA 36,31.0,10.0,Skylar Thompson pass complete short left to Jonnu Smith for 6 yards (tackle by Baylon Spector),0.79,0.89,2.0,2024,17
4.0,11:58,3.0,4.0,MIA 42,31.0,10.0,Skylar Thompson pass incomplete deep right intended for Jonnu Smith,0.89,-0.59,2.0,2024,17
4.0,11:55,4.0,4.0,MIA 42,31.0,10.0,"Penalty on Liam Eichenberg: False Start, 5 yards (accepted) (no play)",-0.59,-0.91,2.0,2024,17
4.0,11:55,4.0,9.0,MIA 37,31.0,10.0,Skylar Thompson scrambles left end for 4 yards (tackle by Gregory Rousseau),-0.91,-2.85,2.0,2024,17
4.0,11:47,1.0,10.0,MIA 41,31.0,10.0,Ray Davis right tackle for 3 yards (tackle by Da'Shawn Hand),2.85,2.71,2.0,2024,17
4.0,11:03,,,,,,Timeout #1 by Buffalo Bills,,,2.0,2024,17
4.0,11:03,2.0,7.0,MIA 38,31.0,10.0,Ray Davis left guard for no gain (tackle by Jalen Ramsey and Chop Robinson),2.71,2.02,2.0,2024,17
4.0,10:19,3.0,7.0,MIA 38,31.0,10.0,Josh Allen pass complete short right to Khalil Shakir for 12 yards (tackle by Kader Kohou),2.02,3.84,2.0,2024,17
4.0,9:34,1.0,10.0,MIA 26,31.0,10.0,Ray Davis left tackle for 2 yards (tackle by Kendall Fuller and David Long),3.84,3.57,2.0,2024,17
4.0,8:53,2.0,8.0,MIA 24,31.0,10.0,Ray Davis left tackle for -3 yards (tackle by Zach Sieler),3.57,2.48,2.0,2024,17
4.0,8:08,,,,,,Timeout #2 by Buffalo Bills,,,2.0,2024,17
4.0,8:08,3.0,11.0,MIA 27,31.0,10.0,Josh Allen pass incomplete deep right intended for Keon Coleman (defended by Kendall Fuller),2.48,1.67,2.0,2024,17
4.0,7:59,4.0,11.0,MIA 27,31.0,10.0,Tyler Bass 45 yard field goal no good,1.67,-1.27,2.0,2024,17
4.0,7:54,1.0,10.0,MIA 35,31.0,10.0,"Penalty on Austin Jackson: False Start, 5 yards (accepted) (no play)",1.27,0.94,2.0,2024,17
4.0,7:54,1.0,15.0,MIA 30,31.0,10.0,Skylar Thompson pass complete short middle to Robbie Chosen for 5 yards (tackle by Damar Hamlin),0.94,0.72,2.0,2024,17
4.0,7:18,2.0,10.0,MIA 35,31.0,10.0,Jaylen Wright left end for -4 yards (tackle by Baylon Spector),0.72,-0.49,2.0,2024,17
4.0,6:34,3.0,14.0,MIA 31,31.0,10.0,Skylar Thompson pass complete short right to De'Von Achane for 16 yards (tackle by Cameron Lewis),-0.49,2.06,2.0,2024,17
4.0,5:51,1.0,10.0,MIA 47,31.0,10.0,De'Von Achane left tackle for 6 yards (tackle by Taylor Rapp),2.06,2.33,2.0,2024,17
4.0,5:07,2.0,4.0,BUF 47,31.0,10.0,Skylar Thompson pass complete deep left to De'Von Achane for 16 yards (tackle by Dorian Williams),2.33,3.51,2.0,2024,17
4.0,4:19,,,,,,Timeout #3 by Buffalo Bills,,,2.0,2024,17
4.0,4:19,1.0,10.0,BUF 31,31.0,10.0,Jaylen Wright right end for -1 yards (tackle by Casey Toohill),3.51,2.83,2.0,2024,17
4.0,3:39,2.0,11.0,BUF 32,31.0,10.0,Skylar Thompson pass complete short middle to Grant Dubose for 13 yards (tackle by Cole Bishop),2.83,4.31,2.0,2024,17
4.0,2:56,1.0,10.0,BUF 19,31.0,10.0,Skylar Thompson pass incomplete deep right intended for Julian Hill,4.31,3.75,2.0,2024,17
4.0,2:52,2.0,10.0,BUF 19,31.0,10.0,Skylar Thompson pass complete short left to Durham Smythe for 8 yards (tackle by Christian Benford),3.75,4.43,2.0,2024,17
4.0,2:12,3.0,2.0,BUF 11,31.0,10.0,Skylar Thompson pass incomplete short left intended for Robbie Chosen,4.43,2.82,2.0,2024,17
4.0,2:08,4.0,2.0,BUF 11,31.0,10.0,Skylar Thompson pass incomplete short left intended for Robbie Chosen (defended by Cole Bishop),2.82,0.35,2.0,2024,17
4.0,2:02,1.0,10.0,BUF 12,31.0,10.0,Ray Davis left tackle for 1 yard (tackle by Marcus Maye and Quinton Bell),-0.35,-0.7,2.0,2024,17
4.0,1:57,2.0,9.0,BUF 13,31.0,10.0,Ray Davis left guard for 9 yards (tackle by Elijah Campbell and Marcus Maye),-0.7,0.41,2.0,2024,17
4.0,1:11,1.0,10.0,BUF 22,31.0,10.0,Mitchell Trubisky kneels for -1 yards,0.41,-0.27,2.0,2024,17
4.0,0:32,2.0,11.0,BUF 21,31.0,10.0,Mitchell Trubisky kneels for -1 yards,-0.27,-1.09,2.0,2024,17
