0,1,week,year,game_id
Won Toss,Lions (deferred),2.0,2024,22
Roof,dome,2.0,2024,22
Surface,fieldturf,2.0,2024,22
Duration,3:01,2.0,2024,22
Attendance,64160,2.0,2024,22
Vegas Line,Detroit Lions -7.5,2.0,2024,22
Over/Under,51.5 (under),2.0,2024,22
