Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bears,-6.0,-13.71,-11.19,0.52,-2.8,7.01,-6.8,12.19,5.9,-0.27,-4.15,5.51,5.06,-4.2,-2.49,2.0,2024,31
Texans,6.0,-7.01,6.8,-12.19,-5.9,13.71,11.19,-0.52,2.8,0.27,-5.51,4.15,4.2,-5.06,2.49,2.0,2024,31
