Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Kirk Cousins,ATL,0,0,0,0,0,2.0,2024,32
Bijan Robinson,ATL,5,4,25,0,13,2.0,2024,32
Tyler Allgeier,ATL,1,1,12,0,12,2.0,2024,32
Ray-Ray McCloud,ATL,5,3,42,0,18,2.0,2024,32
Darnell Mooney,ATL,7,3,88,1,41,2.0,2024,32
Drake London,ATL,7,6,54,1,19,2.0,2024,32
Kyle Pitts,ATL,4,3,20,0,11,2.0,2024,32
Jalen Hurts,PHI,0,0,0,0,0,2.0,2024,32
Saquon Barkley,PHI,5,4,21,0,10,2.0,2024,32
Kenneth Gainwell,PHI,0,0,0,0,0,2.0,2024,32
DeVonta Smith,PHI,10,7,76,1,19,2.0,2024,32
Dallas Goedert,PHI,4,3,38,0,16,2.0,2024,32
Britain Covey,PHI,6,6,23,0,9,2.0,2024,32
Grant Calcaterra,PHI,2,2,19,0,15,2.0,2024,32
Jahan Dotson,PHI,1,1,6,0,6,2.0,2024,32
Johnny Wilson,PHI,1,0,0,0,0,2.0,2024,32
