Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Tua Tagovailoa,MIA,1,-1,0,0,10.0,2024,152
De'Von Achane,MIA,12,37,0,15,10.0,2024,152
Malik Washington,MIA,1,18,1,18,10.0,2024,152
Tyreek Hill,MIA,2,11,0,6,10.0,2024,152
Jaylen Wright,MIA,5,3,0,5,10.0,2024,152
Jonnu Smith,MIA,0,0,0,0,10.0,2024,152
Raheem Mostert,MIA,0,0,0,0,10.0,2024,152
Odell Beckham Jr.,MIA,0,0,0,0,10.0,2024,152
Durham Smythe,MIA,0,0,0,0,10.0,2024,152
Julian Hill,MIA,0,0,0,0,10.0,2024,152
Jaylen Waddle,MIA,1,-1,0,0,10.0,2024,152
Matthew Stafford,LAR,1,0,0,0,10.0,2024,152
Kyren Williams,LAR,15,62,0,9,10.0,2024,152
Blake Corum,LAR,2,8,0,5,10.0,2024,152
Puka Nacua,LAR,0,0,0,0,10.0,2024,152
Cooper Kupp,LAR,0,0,0,0,10.0,2024,152
Davis Allen,LAR,0,0,0,0,10.0,2024,152
Tyler Johnson,LAR,0,0,0,0,10.0,2024,152
Demarcus Robinson,LAR,0,0,0,0,10.0,2024,152
Tutu Atwell,LAR,0,0,0,0,10.0,2024,152
