Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Russell Wilson,PIT,4,3,0,6,10.0,2024,142
Miles Killebrew,PIT,0,0,0,0,10.0,2024,142
Jaylen Warren,PIT,14,66,0,12,10.0,2024,142
Najee Harris,PIT,21,53,1,11,10.0,2024,142
Cordarrelle Patterson,PIT,3,14,0,7,10.0,2024,142
George Pickens,PIT,1,4,0,4,10.0,2024,142
Mike Williams,PIT,0,0,0,0,10.0,2024,142
Calvin Austin III,PIT,0,0,0,0,10.0,2024,142
Pat Freiermuth,PIT,0,0,0,0,10.0,2024,142
Darnell Washington,PIT,0,0,0,0,10.0,2024,142
Van Jefferson,PIT,0,0,0,0,10.0,2024,142
James Pierre,PIT,0,0,0,0,10.0,2024,142
MyCole Pruitt,PIT,0,0,0,0,10.0,2024,142
Jayden Daniels,WAS,3,5,0,4,10.0,2024,142
Austin Ekeler,WAS,13,44,2,10,10.0,2024,142
Jeremy McNichols,WAS,4,7,1,6,10.0,2024,142
Chris Rodriguez,WAS,2,4,0,4,10.0,2024,142
Terry McLaurin,WAS,0,0,0,0,10.0,2024,142
Noah Brown,WAS,0,0,0,0,10.0,2024,142
Zach Ertz,WAS,0,0,0,0,10.0,2024,142
Luke McCaffrey,WAS,0,0,0,0,10.0,2024,142
Olamide Zaccheaus,WAS,0,0,0,0,10.0,2024,142
Dyami Brown,WAS,0,0,0,0,10.0,2024,142
