Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bengals,-1.0,18.28,25.15,-4.87,-4.05,-18.95,-20.8,1.12,0.0,-4.77,-7.36,4.85,1.61,-4.87,1.0,10.0,2024,139
Ravens,1.0,18.95,20.8,-1.12,0.0,-18.28,-25.15,4.87,4.05,4.77,-4.85,7.36,4.87,-1.61,-1.0,10.0,2024,139
