Quarter,Time,Down,ToGo,Location,BUF,IND,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Colts won the coin toss and deferred, Bills to receive the opening kickoff.",,,10.0,2024,145
1.0,15:00,,,IND 35,0.0,0.0,"Matt Gay kicks off 69 yards, returned by Brandon Codrington for 26 yards (tackle by Cameron McGrone)",0.0,0.41,10.0,2024,145
1.0,14:55,1.0,10.0,BUF 22,0.0,0.0,Josh Allen pass complete short right to Curtis Samuel for 14 yards (tackle by E.J. Speed),0.41,1.33,10.0,2024,145
1.0,14:33,1.0,10.0,BUF 36,0.0,0.0,Josh Allen up the middle for no gain (tackle by DeForest Buckner),1.33,0.79,10.0,2024,145
1.0,13:50,2.0,10.0,BUF 36,0.0,0.0,Josh Allen pass complete short left to Khalil Shakir for 7 yards (tackle by Zaire Franklin and E.J. Speed),0.79,1.03,10.0,2024,145
1.0,13:13,3.0,3.0,BUF 43,0.0,0.0,Josh Allen sacked by Kwity Paye for no gain,1.03,-0.52,10.0,2024,145
1.0,12:32,4.0,3.0,BUF 43,0.0,0.0,"Sam Martin punts 48 yards, fair catch by Josh Downs at IND-9",-0.52,0.38,10.0,2024,145
1.0,12:24,1.0,10.0,IND 9,6.0,0.0,"Joe Flacco pass short left intended for Josh Downs is intercepted by Taron Johnson at IND-23 and returned for 23 yards, touchdown",-0.38,-7.0,10.0,2024,145
1.0,12:14,,,IND 15,7.0,0.0,Tyler Bass kicks extra point good,0.0,0.0,10.0,2024,145
1.0,12:14,,,BUF 35,7.0,0.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,145
1.0,12:14,1.0,10.0,IND 30,7.0,0.0,Jonathan Taylor up the middle for 1 yard (tackle by Ed Oliver and Damar Hamlin),0.94,0.53,10.0,2024,145
1.0,11:37,2.0,9.0,IND 31,7.0,0.0,Joe Flacco pass complete deep right to Josh Downs for 21 yards (tackle by Damar Hamlin),0.53,2.39,10.0,2024,145
1.0,11:09,1.0,10.0,BUF 48,7.0,0.0,Joe Flacco pass incomplete short right intended for Jonathan Taylor,2.39,1.85,10.0,2024,145
1.0,11:04,2.0,10.0,BUF 48,7.0,0.0,"Joe Flacco pass complete short left to Adonai Mitchell for 7 yards. Adonai Mitchell fumbles (forced by Christian Benford), recovered by Josh Downs at BUF-39 (tackle by Christian Benford)",1.85,2.34,10.0,2024,145
1.0,10:26,3.0,1.0,BUF 39,7.0,0.0,Jonathan Taylor up the middle for no gain (tackle by A.J. Epenesa and Terrel Bernard),2.34,0.66,10.0,2024,145
1.0,9:57,4.0,1.0,BUF 39,7.0,0.0,Jonathan Taylor right tackle for 2 yards (tackle by Rasul Douglas and Gregory Rousseau),0.66,3.12,10.0,2024,145
1.0,9:17,1.0,10.0,BUF 37,7.0,0.0,Joe Flacco pass short right intended for Jonathan Taylor is intercepted by Austin Johnson at BUF-43 and returned for 4 yards (tackle by Jonathan Taylor),3.12,-2.06,10.0,2024,145
1.0,9:06,1.0,10.0,BUF 47,7.0,0.0,James Cook left guard for 3 yards (tackle by DeForest Buckner and Kenny Moore),2.06,1.92,10.0,2024,145
1.0,8:32,2.0,7.0,IND 50,7.0,0.0,Josh Allen pass complete short left to Curtis Samuel for 5 yards (tackle by E.J. Speed),1.92,1.88,10.0,2024,145
1.0,8:11,3.0,2.0,IND 45,7.0,0.0,James Cook up the middle for 20 yards (tackle by Samuel Womack),1.88,3.91,10.0,2024,145
1.0,7:40,1.0,10.0,IND 25,7.0,0.0,Josh Allen pass incomplete short left intended for Dalton Kincaid,3.91,3.36,10.0,2024,145
1.0,7:34,2.0,10.0,IND 25,7.0,0.0,Josh Allen pass complete short right to Dalton Kincaid for 12 yards (tackle by Nick Cross),3.36,4.71,10.0,2024,145
1.0,6:54,1.0,10.0,IND 13,7.0,0.0,James Cook up the middle for 1 yard (tackle by Kenny Moore),4.71,4.22,10.0,2024,145
1.0,6:20,2.0,9.0,IND 12,7.0,0.0,Josh Allen up the middle for 1 yard (tackle by Laiatu Latu and Raekwon Davis),4.22,3.45,10.0,2024,145
1.0,5:40,3.0,8.0,IND 11,7.0,0.0,Josh Allen pass incomplete short right intended for Curtis Samuel (defended by Kenny Moore),3.45,2.7,10.0,2024,145
1.0,5:36,4.0,8.0,IND 11,10.0,0.0,Tyler Bass 29 yard field goal good,2.7,3.0,10.0,2024,145
1.0,5:33,,,BUF 35,10.0,0.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,145
1.0,5:33,1.0,10.0,IND 30,10.0,0.0,Jonathan Taylor up the middle for 3 yards (tackle by Taron Johnson),0.94,0.8,10.0,2024,145
1.0,4:59,2.0,7.0,IND 33,10.0,0.0,Jonathan Taylor right end for 58 yards (tackle by Dorian Williams and Taylor Rapp),0.8,5.14,10.0,2024,145
1.0,4:20,1.0,9.0,BUF 9,10.0,0.0,Jonathan Taylor right end for no gain (tackle by Gregory Rousseau),5.14,4.38,10.0,2024,145
1.0,3:42,2.0,9.0,BUF 9,10.0,0.0,Joe Flacco pass incomplete short left intended for Josh Downs,4.38,3.36,10.0,2024,145
1.0,3:38,3.0,9.0,BUF 9,10.0,0.0,Joe Flacco pass incomplete short middle intended for Josh Downs (defended by Terrel Bernard),3.36,2.83,10.0,2024,145
1.0,3:34,4.0,9.0,BUF 9,10.0,3.0,Matt Gay 27 yard field goal good,2.83,3.0,10.0,2024,145
1.0,3:31,,,IND 35,10.0,3.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,145
1.0,3:31,1.0,10.0,BUF 30,10.0,3.0,James Cook up the middle for 4 yards (tackle by Laiatu Latu and Nick Cross),0.94,0.93,10.0,2024,145
1.0,2:50,2.0,6.0,BUF 34,10.0,3.0,Josh Allen pass complete deep left to Curtis Samuel for 17 yards (tackle by Zaire Franklin),0.93,2.32,10.0,2024,145
1.0,2:12,1.0,10.0,IND 49,10.0,3.0,James Cook up the middle for 5 yards (tackle by Nick Cross and Laiatu Latu),2.32,2.46,10.0,2024,145
1.0,1:35,2.0,5.0,IND 44,10.0,3.0,Ray Davis up the middle for 4 yards (tackle by Nick Cross and Jaylon Jones),2.46,2.28,10.0,2024,145
1.0,1:16,3.0,1.0,IND 40,10.0,3.0,"Josh Allen left guard for no gain (tackle by DeForest Buckner and Grover Stewart). Penalty on Raekwon Davis: Defensive Offside, 5 yards (declined) (no play)",2.28,3.25,10.0,2024,145
1.0,0:56,1.0,10.0,IND 35,10.0,3.0,Josh Allen pass incomplete short left intended for James Cook,3.25,2.7,10.0,2024,145
1.0,0:52,2.0,10.0,IND 35,10.0,3.0,"Penalty on Spencer Brown: False Start, 5 yards (accepted) (no play)",2.7,2.03,10.0,2024,145
1.0,0:52,2.0,15.0,IND 40,10.0,3.0,Josh Allen pass complete short middle to Dalton Kincaid for 12 yards (tackle by E.J. Speed and Zaire Franklin),2.03,2.94,10.0,2024,145
1.0,0:16,3.0,3.0,IND 28,10.0,3.0,Josh Allen pass incomplete deep right intended for Dalton Kincaid,2.94,1.68,10.0,2024,145
1.0,0:11,4.0,3.0,IND 28,10.0,3.0,Josh Allen pass incomplete short right intended for Curtis Samuel (defended by Zaire Franklin),1.68,-0.81,10.0,2024,145
1.0,0:08,1.0,10.0,IND 28,10.0,3.0,Ashton Dulin left end for 7 yards (tackle by Dorian Williams and Terrel Bernard),0.81,1.21,10.0,2024,145
2.0,15:00,2.0,3.0,IND 35,10.0,3.0,Jonathan Taylor right end for -4 yards (tackle by Christian Benford and Terrel Bernard),1.21,-0.03,10.0,2024,145
2.0,14:20,3.0,7.0,IND 31,10.0,3.0,Joe Flacco pass complete short left to Adonai Mitchell for 18 yards (tackle by Cameron Lewis and Rasul Douglas),-0.03,2.19,10.0,2024,145
2.0,13:56,1.0,10.0,IND 49,10.0,3.0,Joe Flacco pass complete short left to Alec Pierce for 16 yards (tackle by Taylor Rapp),2.19,3.25,10.0,2024,145
2.0,13:33,1.0,10.0,BUF 35,10.0,3.0,Joe Flacco pass complete short right to Josh Downs for 8 yards (tackle by Terrel Bernard),3.25,3.78,10.0,2024,145
2.0,12:47,2.0,2.0,BUF 27,10.0,3.0,Jonathan Taylor up the middle for 13 yards (tackle by Taylor Rapp),3.78,4.65,10.0,2024,145
2.0,12:12,1.0,10.0,BUF 14,10.0,3.0,Jonathan Taylor right tackle for 3 yards (tackle by Terrel Bernard),4.65,4.52,10.0,2024,145
2.0,11:33,2.0,7.0,BUF 11,10.0,3.0,Jonathan Taylor right tackle for no gain (tackle by Christian Benford and Terrel Bernard),4.52,3.62,10.0,2024,145
2.0,10:53,3.0,7.0,BUF 11,10.0,3.0,"Joe Flacco pass incomplete short right intended for Adonai Mitchell. Penalty on Rasul Douglas: Illegal Contact, 5 yards (accepted) (no play)",3.62,5.83,10.0,2024,145
2.0,10:47,1.0,6.0,BUF 6,10.0,3.0,Joe Flacco pass complete short right to Kylen Granson for 3 yards (tackle by Rasul Douglas),5.83,5.53,10.0,2024,145
2.0,10:01,,,,,,Timeout #1 by Indianapolis Colts,,,10.0,2024,145
2.0,10:01,2.0,3.0,BUF 3,10.0,3.0,Jonathan Taylor up the middle for 1 yard (tackle by Dorian Williams and Taylor Rapp),5.53,4.95,10.0,2024,145
2.0,9:26,3.0,2.0,BUF 2,10.0,9.0,"Joe Flacco pass complete short left to Tyler Goodson for 2 yards, touchdown",4.95,7.0,10.0,2024,145
2.0,9:22,,,BUF 15,10.0,10.0,Matt Gay kicks extra point good,0.0,0.0,10.0,2024,145
2.0,9:22,,,IND 35,10.0,10.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,145
2.0,9:22,1.0,10.0,BUF 30,10.0,10.0,Josh Allen pass short left intended for Khalil Shakir is intercepted by E.J. Speed at BUF-45 and returned for 12 yards (tackle by Mack Hollins),0.94,-3.38,10.0,2024,145
2.0,9:12,1.0,10.0,BUF 33,10.0,10.0,Jonathan Taylor up the middle for 22 yards (tackle by Taylor Rapp and Dorian Williams),3.38,4.84,10.0,2024,145
2.0,8:44,1.0,10.0,BUF 11,10.0,10.0,Jonathan Taylor right guard for 2 yards (tackle by A.J. Epenesa and DaQuan Jones),4.84,4.51,10.0,2024,145
2.0,8:11,2.0,8.0,BUF 9,10.0,10.0,Jonathan Taylor left end for 2 yards (tackle by Terrel Bernard),4.51,3.98,10.0,2024,145
2.0,7:35,3.0,6.0,BUF 7,10.0,10.0,"Penalty on Braden Smith: False Start, 5 yards (accepted) (no play)",3.98,3.11,10.0,2024,145
2.0,7:13,3.0,11.0,BUF 12,10.0,10.0,Joe Flacco pass complete short middle to Josh Downs for 7 yards (tackle by Cameron Lewis),3.11,3.01,10.0,2024,145
2.0,6:35,4.0,4.0,BUF 5,10.0,13.0,Matt Gay 23 yard field goal good,3.01,3.0,10.0,2024,145
2.0,6:32,,,IND 35,10.0,13.0,"Matt Gay kicks off 67 yards, returned by Brandon Codrington for 23 yards. Brandon Codrington fumbles (forced by Ronnie Harrison), recovered by Alec Anderson at BUF-30 (tackle by Ronnie Harrison)",0.0,0.94,10.0,2024,145
2.0,6:25,1.0,10.0,BUF 30,10.0,13.0,James Cook left tackle for -1 yards (tackle by Kwity Paye and Grover Stewart),0.94,0.26,10.0,2024,145
2.0,5:53,2.0,11.0,BUF 29,10.0,13.0,"Penalty on Dion Dawkins: False Start, 5 yards (accepted) (no play)",0.26,-0.42,10.0,2024,145
2.0,5:41,2.0,16.0,BUF 24,10.0,13.0,Josh Allen pass complete deep left to Mack Hollins for 16 yards (tackle by E.J. Speed),-0.42,1.6,10.0,2024,145
2.0,5:03,1.0,10.0,BUF 40,10.0,13.0,James Cook right guard for 6 yards (tackle by Zaire Franklin and Kenny Moore),1.6,1.86,10.0,2024,145
2.0,4:26,2.0,4.0,BUF 46,10.0,13.0,Josh Allen pass incomplete short right intended for Dawson Knox,1.86,1.16,10.0,2024,145
2.0,4:22,3.0,4.0,BUF 46,10.0,13.0,Josh Allen pass complete short left to Khalil Shakir for 6 yards (tackle by Jaylon Jones),1.16,2.39,10.0,2024,145
2.0,3:41,1.0,10.0,IND 48,10.0,13.0,James Cook left guard for 1 yard (tackle by Laiatu Latu and DeForest Buckner),2.39,1.98,10.0,2024,145
2.0,3:02,2.0,9.0,IND 47,10.0,13.0,Josh Allen pass complete deep left to Dawson Knox for 34 yards (tackle by Jaylon Jones),1.98,4.71,10.0,2024,145
2.0,2:21,1.0,10.0,IND 13,16.0,13.0,"Josh Allen left guard for 13 yards, touchdown",4.71,7.0,10.0,2024,145
2.0,2:14,,,IND 15,16.0,13.0,"Penalty on Spencer Brown: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",0.0,0.0,10.0,2024,145
2.0,2:14,,,IND 30,17.0,13.0,Tyler Bass kicks extra point good,0.0,0.0,10.0,2024,145
2.0,2:14,,,BUF 35,17.0,13.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,145
2.0,2:14,1.0,10.0,IND 30,17.0,13.0,Jonathan Taylor left tackle for 4 yards (tackle by Dorian Williams),0.94,0.93,10.0,2024,145
2.0,2:00,2.0,6.0,IND 34,17.0,13.0,Joe Flacco pass complete short left to Josh Downs for 5 yards (tackle by Dorian Williams),0.93,0.89,10.0,2024,145
2.0,1:25,3.0,1.0,IND 39,17.0,13.0,Jonathan Taylor left guard for no gain (tackle by Gregory Rousseau),0.89,-0.78,10.0,2024,145
2.0,1:16,,,,,,Timeout #1 by Buffalo Bills,,,10.0,2024,145
2.0,1:16,4.0,1.0,IND 39,17.0,13.0,"Penalty on Joe Flacco: Delay of Game, 5 yards (accepted) (no play)",-0.78,-1.11,10.0,2024,145
2.0,1:16,4.0,6.0,IND 34,17.0,13.0,"Rigoberto Sanchez punts 55 yards, fair catch by Brandon Codrington at BUF-11",-1.11,0.37,10.0,2024,145
2.0,1:10,1.0,10.0,BUF 11,17.0,13.0,Josh Allen pass complete short middle to Dawson Knox for 6 yards (tackle by Kenny Moore),-0.37,-0.16,10.0,2024,145
2.0,0:56,2.0,4.0,BUF 17,17.0,13.0,"Penalty on Dion Dawkins: False Start, 5 yards (accepted) (no play)",-0.16,-0.71,10.0,2024,145
2.0,0:44,2.0,9.0,BUF 12,17.0,13.0,Josh Allen pass complete short left to Ty Johnson for 7 yards (tackle by Jaylon Jones),-0.71,-0.48,10.0,2024,145
2.0,0:32,,,,,,Timeout #2 by Indianapolis Colts,,,10.0,2024,145
2.0,0:32,3.0,2.0,BUF 19,17.0,13.0,Josh Allen pass complete short middle to Ty Johnson for 8 yards (tackle by Kenny Moore),-0.48,0.74,10.0,2024,145
2.0,0:30,,,,,,Timeout #2 by Buffalo Bills,,,10.0,2024,145
2.0,0:30,1.0,10.0,BUF 27,17.0,13.0,Josh Allen pass incomplete deep left intended for Curtis Samuel,0.74,0.2,10.0,2024,145
2.0,0:23,2.0,10.0,BUF 27,17.0,13.0,Josh Allen pass incomplete deep middle intended for Khalil Shakir,0.2,-0.49,10.0,2024,145
2.0,0:19,3.0,10.0,BUF 27,17.0,13.0,Josh Allen pass complete deep right to Mack Hollins for 44 yards (tackle by Zaire Franklin),-0.49,3.64,10.0,2024,145
2.0,0:08,1.0,10.0,IND 29,17.0,13.0,Josh Allen pass incomplete short right,3.64,3.1,10.0,2024,145
2.0,0:02,2.0,10.0,IND 29,20.0,13.0,Tyler Bass 47 yard field goal good,3.1,3.0,10.0,2024,145
3.0,15:00,,,BUF 35,20.0,13.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,145
3.0,15:00,1.0,10.0,IND 30,20.0,13.0,Jonathan Taylor right end for -1 yards (tackle by Dorian Williams),0.94,0.26,10.0,2024,145
3.0,14:13,2.0,11.0,IND 29,20.0,13.0,Joe Flacco sacked by Taron Johnson for -1 yards,0.26,-0.56,10.0,2024,145
3.0,13:40,3.0,12.0,IND 28,20.0,13.0,Joe Flacco pass complete short middle to Trey Sermon for 4 yards (tackle by Cameron Lewis),-0.56,-1.24,10.0,2024,145
3.0,13:07,4.0,8.0,IND 32,20.0,13.0,"Rigoberto Sanchez punts 53 yards, returned by Brandon Codrington for 8 yards (tackle by Kylen Granson and Andrew Ogletree)",-1.24,-0.48,10.0,2024,145
3.0,12:48,1.0,10.0,BUF 23,20.0,13.0,James Cook left guard for 4 yards (tackle by Jaylon Jones),0.48,0.47,10.0,2024,145
3.0,12:12,2.0,6.0,BUF 27,20.0,13.0,Josh Allen pass complete short left to Curtis Samuel for -1 yards (tackle by Nick Cross),0.47,-0.36,10.0,2024,145
3.0,11:28,3.0,7.0,BUF 26,20.0,13.0,Josh Allen pass complete short right to Khalil Shakir for 6 yards (tackle by Kenny Moore),-0.36,-1.24,10.0,2024,145
3.0,11:07,4.0,1.0,BUF 32,20.0,13.0,Josh Allen up the middle for 3 yards (tackle by Grover Stewart),-1.24,1.27,10.0,2024,145
3.0,10:30,1.0,10.0,BUF 35,20.0,13.0,Ray Davis right tackle for 1 yard (tackle by DeForest Buckner and Kenny Moore),1.27,0.86,10.0,2024,145
3.0,9:49,2.0,9.0,BUF 36,20.0,13.0,Josh Allen pass incomplete short middle intended for Khalil Shakir,0.86,0.17,10.0,2024,145
3.0,9:45,3.0,9.0,BUF 36,20.0,13.0,Josh Allen pass incomplete short right intended for Dalton Kincaid (defended by E.J. Speed),0.17,-0.98,10.0,2024,145
3.0,9:39,4.0,9.0,BUF 36,20.0,13.0,Sam Martin punts 61 yards downed by Cameron Lewis,-0.98,0.38,10.0,2024,145
3.0,9:28,1.0,10.0,IND 3,20.0,13.0,Jonathan Taylor up the middle for 3 yards (tackle by Jordan Phillips and Dorian Williams),-0.38,-0.56,10.0,2024,145
3.0,8:48,2.0,7.0,IND 6,20.0,13.0,Joe Flacco pass complete short left to Adonai Mitchell for 8 yards (tackle by Rasul Douglas),-0.56,-0.28,10.0,2024,145
3.0,8:19,1.0,10.0,IND 14,20.0,13.0,Joe Flacco pass complete short right to Adonai Mitchell for 14 yards (tackle by Taron Johnson),-0.28,0.81,10.0,2024,145
3.0,7:54,1.0,10.0,IND 28,20.0,13.0,Joe Flacco pass complete short right to Andrew Ogletree for 2 yards (tackle by Taylor Rapp),0.81,0.53,10.0,2024,145
3.0,7:14,2.0,8.0,IND 30,20.0,13.0,Joe Flacco pass complete deep right to Alec Pierce for 32 yards (tackle by Rasul Douglas),0.53,3.05,10.0,2024,145
3.0,6:27,1.0,10.0,BUF 38,20.0,13.0,Jonathan Taylor right tackle for no gain (tackle by Damar Hamlin),3.05,2.51,10.0,2024,145
3.0,5:53,2.0,10.0,BUF 38,20.0,13.0,"Joe Flacco sacked by Gregory Rousseau for -11 yards. Joe Flacco fumbles (forced by Gregory Rousseau), recovered by Damar Hamlin at BUF-49 (tackle by Gregory Rousseau)",2.51,-2.19,10.0,2024,145
3.0,5:36,1.0,10.0,BUF 49,20.0,13.0,Josh Allen pass short right intended for Curtis Samuel is intercepted by Kenny Moore at IND-48 and returned for 12 yards (tackle by Curtis Samuel),2.19,-2.92,10.0,2024,145
3.0,5:29,1.0,10.0,BUF 40,20.0,13.0,Joe Flacco pass incomplete short left intended for Tyler Goodson,2.92,2.37,10.0,2024,145
3.0,5:23,2.0,10.0,BUF 40,20.0,13.0,Jonathan Taylor up the middle for 2 yards (tackle by Dorian Williams),2.37,1.95,10.0,2024,145
3.0,4:41,3.0,8.0,BUF 38,20.0,13.0,Joe Flacco pass complete short right to Adonai Mitchell for 10 yards (tackle by Christian Benford),1.95,3.71,10.0,2024,145
3.0,4:19,1.0,10.0,BUF 28,20.0,13.0,Joe Flacco pass incomplete short left intended for Alec Pierce (defended by Taron Johnson),3.71,3.17,10.0,2024,145
3.0,4:15,2.0,10.0,BUF 28,20.0,13.0,Jonathan Taylor up the middle for 3 yards (tackle by Jordan Phillips),3.17,2.87,10.0,2024,145
3.0,3:35,3.0,7.0,BUF 25,20.0,13.0,Joe Flacco pass complete short middle to Josh Downs for 5 yards (tackle by Terrel Bernard and Damar Hamlin),2.87,2.25,10.0,2024,145
3.0,2:51,4.0,2.0,BUF 20,20.0,13.0,Joe Flacco sacked by Quinton Jefferson for -10 yards,2.25,-0.94,10.0,2024,145
3.0,2:45,1.0,10.0,BUF 30,20.0,13.0,James Cook up the middle for 16 yards (tackle by Zaire Franklin),0.94,1.99,10.0,2024,145
3.0,2:07,1.0,10.0,BUF 46,20.0,13.0,James Cook up the middle for 9 yards (tackle by Nick Cross and Julian Blackmon),1.99,2.67,10.0,2024,145
