Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Daniel Jones,NYG,22,37,190,12,30.8,272,7.4,155,7.0,4.2,35,1.6,1,3.1%,4,12.5%,2,7,2,3,7,17.5%,1,8.0,10.0,2024,140
Bryce Young,CAR,15,25,126,6,23.1,165,6.6,81,5.4,3.2,45,3.0,1,4.0%,8,32.0%,1,10,7,2,10,35.7%,2,15.0,10.0,2024,140
